name,ttm,06/10/2021,05/31/2021,04/30/2021,03/31/2021,03/03/2021,02/26/2021,02/03/2021,01/29/2021,12/31/2020,11/30/2020,11/19/2020,10/30/2020,10/28/2020,10/15/2020,09/30/2020,09/24/2020,09/10/2020,08/31/2020,08/27/2020,08/14/2020,08/06/2020,07/31/2020,07/17/2020,07/14/2020,06/30/2020,06/05/2020,05/29/2020,04/30/2020,03/31/2020,03/05/2020,02/28/2020,01/31/2020,12/31/2019,11/29/2019,10/31/2019,10/28/2019,09/30/2019,08/30/2019,07/31/2019,06/28/2019,05/31/2019,04/30/2019,03/29/2019,02/28/2019,01/31/2019,12/31/2018,11/30/2018,10/31/2018,09/28/2018,08/31/2018,07/31/2018,06/29/2018,05/31/2018,04/30/2018,03/30/2018,02/28/2018,01/31/2018,12/29/2017,11/30/2017,10/31/2017,09/29/2017,08/31/2017,07/31/2017,06/30/2017,05/31/2017,04/28/2017,03/31/2017,02/28/2017,01/31/2017,12/30/2016,11/30/2016,10/31/2016,09/30/2016,08/31/2016,07/29/2016,06/30/2016,05/31/2016,04/29/2016,03/31/2016,02/29/2016,01/29/2016,12/31/2015,11/30/2015,10/30/2015,09/30/2015,08/31/2015,07/31/2015,06/30/2015,05/29/2015,04/30/2015,03/31/2015,02/27/2015,01/30/2015,12/31/2014,11/28/2014,10/31/2014,09/30/2014,08/29/2014,07/31/2014,06/30/2014,05/30/2014,04/30/2014,03/31/2014,02/28/2014,01/31/2014,12/31/2013,11/29/2013,10/31/2013,09/30/2013,08/30/2013,07/31/2013,06/28/2013,05/31/2013,04/30/2013,03/29/2013,02/28/2013,01/31/2013,12/31/2012,11/30/2012,10/31/2012,09/28/2012,08/31/2012,07/31/2012,06/29/2012,05/31/2012,04/30/2012,03/30/2012,02/29/2012,01/31/2012,12/30/2011,11/30/2011,10/31/2011,09/30/2011,08/31/2011,07/29/2011,06/30/2011,05/31/2011,04/29/2011,03/31/2011,02/28/2011,01/31/2011,12/31/2010,11/30/2010,10/29/2010,09/30/2010,08/31/2010,07/30/2010,06/30/2010,05/31/2010,04/30/2010,03/31/2010,02/26/2010,01/29/2010,12/31/2009,11/30/2009,10/30/2009,09/30/2009,08/31/2009,07/31/2009,06/30/2009,05/29/2009,04/30/2009,03/31/2009,02/27/2009,01/30/2009,12/31/2008,11/28/2008,10/31/2008,09/30/2008,08/29/2008,07/31/2008,06/30/2008,05/30/2008,04/30/2008,03/31/2008,02/29/2008,01/31/2008,12/31/2007,11/30/2007,10/31/2007,09/28/2007,08/31/2007,07/31/2007,06/29/2007,05/31/2007,04/30/2007,03/30/2007,02/28/2007,01/31/2007,12/29/2006,11/30/2006,10/31/2006,09/29/2006,08/31/2006,07/31/2006,06/30/2006,05/31/2006,04/28/2006,03/31/2006,02/28/2006,01/31/2006,12/30/2005,11/30/2005,10/31/2005,09/30/2005,08/31/2005,07/29/2005,06/30/2005,05/31/2005,04/29/2005,03/31/2005,02/28/2005,01/31/2005,12/31/2004,11/30/2004,10/29/2004,09/30/2004,08/31/2004,07/30/2004,06/30/2004,05/31/2004,04/30/2004,03/31/2004,02/27/2004,01/30/2004,12/31/2003,11/28/2003,10/31/2003,09/30/2003,08/29/2003,07/31/2003,06/30/2003,05/30/2003,04/30/2003,03/31/2003,02/28/2003,01/31/2003,12/31/2002,11/29/2002,10/31/2002,09/30/2002,08/30/2002,07/31/2002,06/28/2002,05/31/2002,04/30/2002,03/29/2002,02/28/2002,01/31/2002,12/31/2001,11/30/2001,10/31/2001,09/28/2001,08/31/2001,07/31/2001,06/29/2001,05/31/2001,04/30/2001,03/30/2001,02/28/2001,01/31/2001,12/29/2000,11/30/2000,10/31/2000,09/29/2000,08/31/2000,07/31/2000,06/30/2000,05/31/2000,04/28/2000,03/31/2000,02/29/2000,01/31/2000,12/31/1999,11/30/1999,10/29/1999,09/30/1999,08/31/1999,07/30/1999,06/30/1999,05/31/1999,04/30/1999,03/31/1999,02/26/1999,01/29/1999,12/31/1998,11/30/1998,10/30/1998,09/30/1998,08/31/1998,07/31/1998,06/30/1998,05/29/1998,04/30/1998,03/31/1998,02/27/1998,01/30/1998,12/31/1997,11/28/1997,10/31/1997,09/30/1997,08/29/1997,07/31/1997,06/30/1997,05/30/1997,04/30/1997,03/31/1997,02/28/1997,01/31/1997,12/31/1996,11/29/1996,10/31/1996,09/30/1996,08/30/1996,07/31/1996,06/28/1996,05/31/1996,04/30/1996,03/29/1996,02/29/1996,01/31/1996,12/29/1995,11/30/1995,10/31/1995,09/29/1995,08/31/1995,07/31/1995,06/30/1995,05/31/1995,04/28/1995,03/31/1995,02/28/1995,01/31/1995,12/30/1994,11/30/1994,10/31/1994,09/30/1994,08/31/1994,07/29/1994,06/30/1994,05/31/1994,04/29/1994,03/31/1994,02/28/1994,01/31/1994,12/31/1993,11/30/1993,10/29/1993,09/30/1993,08/31/1993,07/30/1993,06/30/1993,05/31/1993,04/30/1993,03/31/1993,02/26/1993,01/29/1993,12/31/1992,11/30/1992,10/30/1992,09/30/1992,08/31/1992,07/31/1992,06/30/1992,05/29/1992,04/30/1992,03/31/1992,02/28/1992,01/31/1992,12/31/1991,11/29/1991,10/31/1991,09/30/1991,08/30/1991,07/31/1991,06/28/1991,05/31/1991,04/30/1991,03/29/1991,02/28/1991,01/31/1991,12/31/1990,11/30/1990,10/31/1990,09/28/1990,08/31/1990,07/31/1990,06/29/1990,05/31/1990,04/30/1990,03/30/1990,02/28/1990,01/31/1990,12/29/1989,11/30/1989,10/31/1989,09/29/1989,08/31/1989,07/31/1989,06/30/1989,05/31/1989,04/28/1989,03/31/1989,02/28/1989,01/31/1989,12/30/1988,11/30/1988,10/31/1988,09/30/1988,08/31/1988,07/29/1988,06/30/1988,05/31/1988,04/29/1988,03/31/1988,02/29/1988,01/29/1988,12/31/1987,11/30/1987,10/30/1987,09/30/1987,08/31/1987,07/31/1987,06/30/1987,05/29/1987,04/30/1987,03/31/1987,02/27/1987,01/30/1987,12/31/1986,11/28/1986,10/31/1986,09/30/1986,08/29/1986,07/31/1986,06/30/1986,05/30/1986,04/30/1986,03/31/1986,02/28/1986,01/31/1986,12/31/1985,11/29/1985,10/31/1985,09/30/1985,08/30/1985
MarketCap,"54,111,824,063","54,111,824,063","53,668,145,539","53,758,576,830","51,481,911,548","48,078,152,838","46,795,687,076","43,854,027,134","42,020,568,984","42,633,631,553","42,859,290,602","43,042,952,778","37,688,052,459","37,998,462,499","40,402,956,313","39,725,554,724","39,281,050,488","40,910,826,724","42,853,359,316","43,739,980,543","44,893,448,936","42,793,103,505","42,104,465,658","42,716,998,651","41,124,900,454","42,884,921,884","46,535,165,678","42,120,320,408","37,470,246,214","37,955,047,287","47,313,521,118","46,250,588,806","50,812,219,301","51,072,782,753","52,578,492,067","51,149,319,894","50,608,317,472","52,864,905,114","55,247,214,832","53,707,675,672","52,522,705,221","46,456,393,431","51,627,202,052","48,882,971,719","49,063,519,664","49,337,343,795","45,386,236,004","54,755,128,201","51,109,524,717","60,654,734,759","57,300,828,948","59,185,178,856","55,370,001,127","59,914,612,560","59,795,799,189","65,845,392,867","66,052,883,991","66,061,792,000","60,746,687,546","61,854,430,042","60,606,353,591","61,563,357,255","60,296,633,832","58,793,335,586","59,763,887,248","61,317,567,306","58,463,622,967","56,475,515,865","57,463,503,435","54,820,563,732","52,578,345,503","53,397,503,092","45,903,276,967","47,367,069,158","46,469,549,286","44,842,412,920","42,558,283,685","43,362,135,208","42,949,511,802","40,285,940,358","42,402,019,848","41,868,308,044","42,991,932,368","46,300,130,313","46,970,322,012","44,520,212,687","45,836,939,529","48,121,847,871","46,578,147,173","46,075,186,024","45,141,584,937","44,815,816,906","46,033,964,249","44,247,579,361","45,712,423,029","48,170,812,751","46,315,030,202","42,116,322,183","41,204,440,837","39,038,073,481","38,964,523,972","40,498,708,837","37,526,106,351","37,344,390,167","37,490,108,596","34,673,387,821","33,767,636,966","32,282,489,853","30,510,932,751","30,824,389,177","29,126,497,596","29,857,721,380","27,665,115,464","27,230,695,803","26,121,689,515","24,961,917,906","24,023,514,184","23,433,264,535","24,690,451,947","23,479,142,099","24,036,992,392","23,325,698,088","23,110,503,354","22,380,252,370","23,785,613,974","23,082,431,026","24,340,948,200","26,386,318,021","26,130,049,356","24,677,785,244","23,649,448,059","23,524,808,595","22,858,877,743","20,580,801,178","23,181,890,306","24,650,655,516","27,721,472,416","27,609,872,285","27,089,071,676","28,584,312,213","28,370,288,462","28,101,941,015","26,400,832,130","24,965,094,086","25,731,914,195","23,891,313,677","21,251,515,604","23,297,929,672","22,588,271,090","26,190,976,896","29,454,241,470","29,682,753,913","27,984,363,912","25,784,045,000","26,293,169,000","25,424,305,011","24,189,740,883","24,876,852,501","22,793,512,377","21,330,168,112","21,326,161,809","21,907,539,392","19,948,149,112","16,056,580,638","16,917,512,949","22,116,087,988","22,451,357,434","20,143,456,132","23,515,643,001","29,246,337,003","36,667,167,963","35,411,823,968","33,449,355,823","36,720,944,452","36,031,555,044","33,222,193,586","32,922,145,388","34,000,109,342","35,950,142,112","35,722,191,266","36,599,352,529","33,987,987,117","31,872,407,910","31,872,407,910","31,734,467,244","32,483,492,681","31,779,089,923","30,928,948,664","30,989,511,361","31,707,650,077","30,165,883,342","30,283,580,160","28,770,210,441","29,000,857,697","27,250,150,212","27,036,344,445","26,407,029,355","25,690,245,475","26,489,533,439","25,827,496,944","24,671,781,820","23,288,785,046","22,830,703,154","23,008,900,095","23,411,505,521","24,031,906,330","23,034,848,568","23,155,460,394","22,019,699,033","21,636,542,818","21,049,442,703","21,450,193,635","21,083,680,751","20,663,408,045","21,028,067,803","21,703,167,370","20,453,372,571","20,411,832,000","19,520,221,509","19,756,127,504","19,852,089,265","19,035,472,625","18,635,375,375","17,781,436,470","18,258,208,227","18,121,450,046","17,894,164,094","15,990,982,375","16,550,577,776","15,435,341,711","16,982,592,758","15,647,415,044","14,298,431,947","13,188,034,006","12,250,542,813","10,868,976,844","12,891,248,368","14,387,903,595","17,265,919,388","16,366,032,679","15,899,866,984","16,341,920,660","15,884,802,576","16,345,348,734","21,482,054,349","20,291,004,507","19,583,038,048","18,949,700,531","18,243,755,311","17,978,771,189","15,987,375,363","16,778,453,432","16,465,686,110","17,821,683,790","15,900,652,039","16,289,307,794","15,669,069,594","15,577,557,797","15,489,140,287","12,607,533,233","13,670,202,428","14,231,607,046","15,639,128,622","15,192,342,800","14,258,486,921","12,515,103,321","12,489,673,003","11,199,786,535","10,368,702,762","11,851,507,396","11,738,536,524","9,982,772,514","8,705,446,500","9,485,414,250","10,617,625,500","6,580,109,119","7,074,609,494","7,967,900,494","8,039,178,000","8,589,542,678","8,788,863,250","8,380,626,500","8,954,205,500","8,189,433,500","7,657,131,972","7,395,762,250","7,474,946,000","7,357,790,500","7,515,683,000","6,347,278,500","6,018,384,205","6,018,384,205","5,883,877,500","5,611,452,888","5,390,469,888","5,445,652,500","5,487,414,250","5,448,169,018","5,455,967,750","5,468,994,000","5,115,458,112","5,508,345,612","5,017,171,312","5,558,862,000","4,710,900,000","4,710,673,788","4,482,551,250","4,254,554,538","4,243,609,500","4,456,641,852","4,464,466,500","4,649,863,750","4,326,800,674","4,342,562,924","4,063,408,116","4,055,424,000","3,928,692,000","3,893,962,062","3,988,742,562","3,696,439,500","3,771,046,370","3,691,990,120","3,739,423,870","3,754,231,838","3,486,639,088","3,455,157,588","3,313,490,838","3,069,446,250","2,794,046,088","2,754,368,750","2,919,693,832","2,958,979,000","2,976,750,000","2,716,938,000","2,740,500,000","2,538,732,525","2,672,828,061","2,759,487,500","2,846,273,027","2,523,000,920","2,578,203,240","2,687,192,119","2,568,277,692","2,691,137,966","2,918,737,520","2,883,531,280","2,887,437,520","2,800,260,000","2,979,177,945","2,866,395,918","2,947,677,588","2,803,989,677","2,745,729,088","2,413,075,751","2,441,876,792","2,515,477,746","2,593,011,133","2,510,413,255","2,281,945,513","2,358,652,067","2,480,229,113","2,069,884,705","2,672,486,628","2,759,838,519","2,493,462,921","1,948,782,562","1,971,409,245","1,952,541,618","1,757,437,803","1,735,039,835","1,604,468,573","1,455,150,963","1,555,874,349","1,384,236,400","1,267,504,034","1,342,042,576","1,248,844,057","1,139,129,768","1,116,856,844","994,418,080","741,961,935","853,242,874","749,396,684","693,838,627","708,675,017","701,274,626","738,350,940","793,996,603","949,836,502","1,055,490,203","1,033,213,636","1,114,972,650","1,103,040,974","1,202,996,652","1,328,832,998","1,299,453,222","1,563,819,904","1,731,355,659","1,722,021,856","1,733,160,722","1,729,459,639","1,703,477,855","1,658,922,389","1,610,695,519","1,506,774,318","1,521,614,268","1,506,774,318","1,513,971,210","1,603,887,038","1,513,971,210","1,477,973,326","1,578,760,787","1,582,482,822","1,616,058,744","1,638,462,590","1,582,482,822","1,567,558,864","1,560,078,976","1,455,602,313","1,313,442,947","1,518,431,802","2,110,641,729","2,162,971,300","2,075,055,675","2,040,680,351","1,964,237,430","1,956,612,391","2,197,346,624","2,407,516,524","2,262,322,954","2,071,244,684","2,252,625,854","2,214,566,702","2,172,712,894","2,267,619,613","2,131,563,887","2,312,962,455","2,396,104,094","2,399,906,340","2,569,961,641","2,316,731,454","2,116,451,622","2,078,649,801","2,060,537,900","1,879,733,255","2,098,215,953","2,392,404,044"
EnterpriseValue,"66,790,824,063","66,790,824,063","66,347,145,539","66,437,576,830","63,066,911,548","59,663,152,838","58,380,687,076","54,028,027,134","52,194,568,984","55,955,631,553","56,181,290,602","56,364,952,778","51,010,052,459","51,320,462,499","54,072,956,313","53,395,554,724","52,951,050,488","54,580,826,724","56,523,359,316","57,409,980,543","58,563,448,936","56,463,103,505","55,774,465,658","56,798,998,651","55,206,900,454","56,966,921,884","60,617,165,678","56,202,320,408","51,552,246,214","50,486,047,287",,"58,781,588,806","61,840,219,301","65,219,782,753","66,725,492,067","65,296,319,894",,"67,449,905,114","69,832,214,832","68,292,675,672","66,781,705,221","60,715,393,431","65,886,202,052","60,336,971,719","60,517,519,664","60,791,343,795","57,457,236,004","66,826,128,201","63,180,524,717","73,070,734,759","69,716,828,948","71,601,178,856","57,517,001,127","62,061,612,560","61,942,799,189","66,844,392,867","67,051,883,991","67,060,792,000","62,906,687,546","64,014,430,042","62,766,353,591","63,685,357,255","62,418,633,832","60,915,335,586","61,484,887,248","63,038,567,306","60,184,622,967","58,029,515,865","59,017,503,435","56,374,563,732","54,161,345,503","54,980,503,092","47,486,276,967","48,904,069,158","48,006,549,286","46,379,412,920","44,051,283,685","44,855,135,208","44,442,511,802","40,899,940,358","43,016,019,848","42,482,308,044","43,032,932,368","46,341,130,313","47,011,322,012","43,901,212,687","45,217,939,529","47,502,847,871","45,577,147,173","45,074,186,024","44,140,584,937","44,338,816,906","45,556,964,249","43,770,579,361","44,518,423,029","46,976,812,751","45,121,030,202","42,185,322,183","41,273,440,837","39,107,073,481","38,579,523,972","40,113,708,837","37,141,106,351","35,951,390,167","36,097,108,596","33,280,387,821","33,610,636,966","32,125,489,853","30,353,932,751","30,974,389,177","29,276,497,596","30,007,721,380","27,829,115,464","27,394,695,803","26,285,689,515","25,573,917,906","24,635,514,184","24,045,264,535","25,302,451,947","24,530,142,099","25,087,992,392","24,718,698,088","24,503,503,354","23,773,252,370","25,061,613,974","24,358,431,026","25,616,948,200","27,667,318,021","27,411,049,356","25,958,785,244","26,238,448,059","26,113,808,595","25,447,877,743","23,169,801,178","24,205,890,306","25,674,655,516","28,745,472,416","28,328,872,285","27,808,071,676","29,303,312,213","28,960,288,462","28,691,941,015","26,990,832,130","26,326,094,086","27,092,914,195","25,252,313,677","23,260,515,604","25,306,929,672","24,597,271,090","28,028,976,896","31,292,241,470","31,520,753,913","29,585,363,912","27,385,045,000","27,894,169,000","27,879,305,011","26,644,740,883","27,331,852,501","25,094,512,377","23,631,168,112","23,627,161,809","24,663,539,392","22,704,149,112","18,812,580,638","19,320,512,949","24,519,087,988","24,854,357,434","19,665,456,132","23,037,643,001","28,768,337,003","36,216,167,963","34,960,823,968","32,998,355,823","36,905,944,452","36,216,555,044","33,407,193,586","32,822,145,388","33,900,109,342","35,850,142,112","36,485,191,266","37,362,352,529","34,982,987,117","32,867,407,910","32,867,407,910","33,032,467,244","33,781,492,681","33,077,089,923","32,105,948,664","32,166,511,361","32,884,650,077","32,309,883,342","32,427,580,160","30,914,210,441","31,250,857,697","29,500,150,212","29,286,344,445","28,657,029,355","26,376,245,475","27,175,533,439","26,513,496,944","25,631,781,820","24,248,785,046","24,373,703,154","24,551,900,095","24,954,505,521","25,574,906,330","24,387,848,568","24,508,460,394","23,372,699,033","23,422,542,818","22,835,442,703","23,236,193,635","23,404,680,751","22,984,408,045","23,349,067,803","24,704,167,370","23,454,372,571","23,412,832,000","22,236,221,509","22,472,127,504","22,568,089,265","22,024,472,625","21,624,375,375","20,770,436,470","21,441,208,227","21,304,450,046","21,077,164,094","19,837,982,375","20,397,577,776","19,282,341,711","19,255,592,758","17,920,415,044","16,571,431,947","15,540,034,006","14,602,542,813","13,220,976,844","14,013,248,368","15,509,903,595","18,387,919,388","17,919,032,679","17,452,866,984","17,894,920,660","17,456,802,576","17,917,348,734","23,121,054,349","21,930,004,507","21,222,038,048","20,442,700,531","19,736,755,311","19,471,771,189","17,480,375,363","18,438,453,432","18,125,686,110","18,835,683,790","16,914,652,039","17,303,307,794","16,529,069,594","16,437,557,797","16,349,140,287","12,932,533,233","13,995,202,428","14,556,607,046","16,267,128,622","15,820,342,800","14,886,486,921","13,311,103,321","13,285,673,003","11,995,786,535","11,164,702,762","12,786,507,396","12,673,536,524","10,917,772,514","9,457,446,500","10,237,414,250","11,369,625,500","7,916,109,119","8,410,609,494","9,303,900,494","8,039,178,000","8,589,542,678","8,788,863,250","8,546,626,500","9,120,205,500","8,355,433,500","7,839,131,972","7,577,762,250","7,656,946,000","7,483,790,500","7,641,683,000","6,473,278,500","6,131,384,205","6,131,384,205","5,996,877,500","5,732,452,888","5,511,469,888","5,566,652,500","5,516,414,250","5,477,169,018","5,484,967,750","5,412,994,000","5,059,458,112","5,452,345,612","4,962,171,312","5,503,862,000","4,655,900,000","4,800,673,788","4,572,551,250","4,344,554,538","3,883,609,500","4,096,641,852","4,104,466,500","4,801,863,750","4,478,800,674","4,494,562,924","4,097,408,116","4,089,424,000","3,893,692,000","3,858,962,062","3,953,742,562","3,651,439,500","3,726,046,370","3,646,990,120","3,782,423,870","3,797,231,838","3,529,639,088","3,272,157,588","3,130,490,838","2,886,446,250","2,611,046,088","2,417,368,750","2,582,693,832","2,621,979,000","2,790,750,000","2,530,938,000","2,884,500,000","2,682,732,525","2,816,828,061","2,903,487,500","2,908,273,027","2,585,000,920","2,640,203,240","2,796,192,119","2,677,277,692","2,800,137,966","3,025,737,520","2,990,531,280","2,994,437,520","2,746,260,000","2,925,177,945","2,812,395,918","1,976,677,588","1,832,989,677","1,774,729,088","938,075,751","966,876,792","1,040,477,746","2,263,011,133","2,180,413,255","1,951,945,513","2,303,652,067","2,425,229,113","2,014,884,705","1,797,486,628","1,884,838,519","1,618,462,921","1,521,782,562","1,544,409,245","1,525,541,618","2,125,437,803","2,103,039,835","1,972,468,573","1,821,150,963","1,921,874,349","1,750,236,400","1,973,504,034","2,048,042,576","2,292,844,057","2,183,129,768","2,160,856,844","2,017,418,080","1,764,961,935","1,876,242,874","1,772,396,684","1,622,038,627","1,636,875,017","1,541,274,626","1,578,350,940","1,633,996,603","1,964,736,502","2,070,390,203","2,048,113,636","2,090,072,650","2,078,140,974","2,178,096,652","2,654,832,998","2,625,453,222","2,889,819,904","2,970,655,659","2,961,321,856","2,972,460,722","2,968,759,639","2,099,377,855","2,054,822,389","2,006,595,519","1,902,674,318","1,917,514,268","1,756,574,318","1,763,771,210","1,853,687,038","1,763,771,210","1,727,773,326","1,828,560,787","1,832,282,822","1,865,858,744","1,888,262,590","1,832,282,822","1,817,358,864","1,809,878,976","1,705,402,313","1,551,042,947","1,756,031,802","2,348,241,729","2,400,571,300","2,312,655,675","2,278,280,351","2,201,837,430","2,194,212,391","2,434,946,624","2,645,116,524","2,499,922,954","2,308,844,684","2,679,925,854","2,641,866,702","2,600,012,894","2,694,919,613","2,558,863,887","2,740,262,455","2,823,404,094","2,827,206,340","2,997,261,641","2,744,031,454","2,543,751,622","2,505,949,801","1,897,437,900","1,716,633,255","1,935,115,953","2,229,304,044"
PeRatio,"17.329",,"17.186","17.215","16.505",,,,,"13.492","13.54",,,,,"12.294",,,"13.264",,,,"13.032",,,"12.613",,,"11.023","11.044",,,"14.644","15.295",,"15.334",,"16.199",,"16.484",,"14.449","16.058",,"15.171","15.256","15.308","18.003","16.804",,"19.555","20.198",,"20.731","20.69",,"23.269","23.272",,"19.58","19.185",,"19.323","18.842","19.289","19.791",,"18.967","19.231","18.347",,"18.171","15.621","16.436","16.125",,"15.004","15.288",,"14.468","15.008",,"15.486","16.512",,"15.966","16.439","17.258","17.154",,"16.625","17.335",,,"18.597",,"18.886","17.651",,"16.218","16.369",,"15.372","15.494","15.582","14.411",,,,,,,,,,,,,,"9.896","10.131",,"9.564","9.261",,"9.317","9.825",,"10.552","9.965",,"9.213","8.953","7.934","9.102",,"10.585","10.725",,"11.064","11.161","11.056","10.405","10.183",,"9.678","8.911",,"9.34","10.952","12.316","12.452",,,"10.995","10.561",,"10.353","9.321","8.723","8.723",,"8.15","6.56",,,"9.259",,"10.003","12.209",,"15.449","14.593",,"16.591","15.297","16.049","16.575","17.449","18.496","18.95",,"17.266","17.266",,"18.574","18.171",,"18.186","18.607",,"18.276","17.363",,"17.21","17.075","16.678","17.131",,"17.222","17.003","16.05",,"16.638","16.929","17.402","17.362",,"16.597","17.005",,"16.858","17.647","17.295","17.521","18.619",,"17.543","17.753",,"18.055","18.285","17.901","17.08",,,"18.078",,"16.978","15.834",,"15.805","14.442",,"12.052","10.693","11.44","12.768","15.322",,"15.986","16.43",,"17",,"21.917","21.153",,"19.544","19.26","17.127","18.355","18.013",,"16.214","16.61",,"16.286","16.193",,"15.219","15.844",,"17.449","16.376",,"16.476","14.774","13.678","16.093",,"13.556","9.92","10.808","12.099","12.515",,"15.155","14.45",,"15.797","15.362","16.414","15.012",,,"20.629","21.105",,"18.207","17.814","17.814","17.416",,"16.482","16.651",,,"17.35",,"16.965","18.268",,"19.337","16.388",,"16.354","15.522","15.799","16.592","16.621",,"16.504","16.564",,"15.771",,"15.57","15.949",,"15.296","14.975",,"15.65","14.534",,"14.262","13.211","12.026","12.119",,"13.019","13.462","12.287",,"9.675","10.187","10.517","10.163",,"9.206","9.501",,"9.515","10.945","10.813","10.828","12.712",,"13.012","14.917",,"13.895","14.714","14.889","15.338",,,"12.993","12.425",,"10.904","10.984","11.343","10.248",,"5.017","4.969",,"4.62","4.272",,,,,,,,,,,,,,,,,,,"3.762","3.683",,"3.768","4.11",,"4.045","4.868",,"5.087","5.12","5.109","4.888",,"4.622","3.998","4.038",,"4.144","4.39","4.144","3.917",,"4.194","3.735",,"3.658","3.637",,"3.377","385.02",,"618.71",,,,,,,,,,,"6.053","5.938",,"5.866","6.365",,"6.86","7.347","6.201","5.665","5.564",,"4.914","5.485",
ForwardPeRatio,"17.094",,"17.007","17.123","16.34",,,,,"12.595","12.642",,,,,"11.364",,,"13.441",,,,"13.055",,,"13.228",,,"10.373","10.493",,,"13.717","13.643",,"13.68",,"14.025",,"15.773",,"13.643","15.175",,"14.577","14.065",,"15.106","14.085",,"17.452","18.051",,"18.116","18.018",,"19.92","19.841",,"19.685","19.231",,"20.747","20.202","20.367","20.921",,"19.194","19.418","18.215",,"17.452","15.015","15.385","16.051",,"14.663","14.045",,"13.106","13.441",,"14.389","15.385",,"14.706","14.706","16.367","15.773",,"15.432","15.198",,,"16.42",,"16.667","15.601",,"14.472","14.389",,"13.514","13.643","13.699","13.369","12.937",,"11.737","11.834",,"11.508",,"10.593","10.03",,"8.945","8.432","9.407","9.009","8.787",,"8.326","7.943",,"8.396","8.842",,"9.434","8.897",,"8.673","8.389","7.407","8.285",,"9.671","9.643",,"9.921","9.862","9.804","9.97","9.328",,"8.834","7.843",,,"9.643","10.905","11.087",,,,,,"10",,,,,"7.994","6.431",,,"9.337",,"9.785","11.947",,"14.451",,,"14.663","13.514","13.28",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PegRatio,"2.368",,"2.358","2.371","2.556",,,,,"3.644","3.657",,,,,"2.448",,,"2.897",,,,"2.844",,,"2.887",,,"1.579","1.597",,,"1.757","1.777",,"1.781",,"1.781",,"2.084",,,,,"1.649","1.747",,"1.875","1.751",,"2.074","2.195",,"1.949","1.939",,"2.167","2.158",,"4.033","3.941",,"4.164","7.145","7.202","7.389",,"4.044","4.088","3.613",,"3.462","3.742","4.125","4.663",,"4.265","5.203",,"4.188","1.951",,"2.087","2.232",,"2.028","1.197","3.774","3.632",,"3.557","4.345",,,"2.515",,"2.554","3.07",,"2.849","3.035",,"2.85","3.099","3.114","3.039","4.311",,"3.911","3.943",,"3.835",,"2.649","2.508",,"3.053","2.879","3.21","3.074",,,,,,"1.035","1.048",,"1.164","1.229",,"1.051","0.876","0.706","0.767",,"0.936","0.933",,"0.961","0.955","0.964","1.173","1.098",,"0.982","0.888",,,"1.125","1.19","1.209",,,,,,"1.132",,,,,"0.905","0.729",,,"1.058",,"1.108","1.352",,"1.637",,,"1.661","1.531","1.504",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
