Date,ticker,Open,High,Low,Close,Volume,Dividends,Stock Splits,Adj Close
1966-07-28,GE,0.1891910007049589,0.18966635185077302,0.18657655808779086,0.18681423366069794,1267968.0,0.0,0.0,
1987-11-13,GD,2.1109480659166975,2.1162922382354736,2.078883032004039,2.1162922382354736,520000.0,0.0,0.0,
1984-08-07,GE,0.8169290691790234,0.8479979420458016,0.8169290691790234,0.8406875729560852,26757120.0,0.0,0.0,
1977-12-09,LMT,0.5626488369193576,0.5767152327686859,0.5626488369193576,0.5720265507698059,123228.0,0.0,0.0,
2014-12-24,HII,103.34334148370279,104.13746170530274,103.09969534240197,103.63211059570312,82600.0,0.0,0.0,
1993-07-06,BA,10.701669529692767,10.847270475674982,10.592468820206106,10.62886905670166,1255800.0,0.0,0.0,
1985-01-23,RTX,1.3222504526543128,1.3264219393920231,1.3013948393832773,1.3180794715881348,7432706.0,0.0,0.0,
2003-12-05,LMT,29.12419103365551,29.197844811523858,28.946192257513232,29.105775833129883,2255900.0,0.0,0.0,
2014-05-28,BA,115.96508479885838,116.81210938853964,115.96508479885838,116.10337829589844,2609400.0,0.0,0.0,
1964-04-08,GD,0.0,0.18408642709255219,0.18170599015368005,0.18408642709255219,424000.0,0.0,0.0,
2017-07-20,LMT,262.20049515793465,262.34487206402184,260.7206800604295,261.37939453125,1150900.0,0.0,0.0,
1991-06-17,GE,2.757266265291984,2.757266265291984,2.720806121826172,2.720806121826172,10296000.0,0.0,0.0,
2002-12-10,BA,21.81496506931834,21.98355058785221,21.57894637233527,21.74753189086914,3097300.0,0.0,0.0,
2021-01-20,RTX,68.6319029900401,68.69117672760581,67.78227757728807,68.0094985961914,4657700.0,0.0,0.0,
1968-01-12,GD,0.0,0.42774874497775955,0.42017053833952106,0.4210125505924225,452000.0,0.0,0.0,
2001-02-22,SPX,1.7488399744033813,1.7488399744033813,1.7488399744033813,1.7488399744033813,0.0,0.0,0.0,
2000-11-09,LMT,19.51936452127126,19.94653446565997,18.837075830008082,19.07439422607422,1721300.0,0.0,0.0,
1974-05-06,GE,0.24325056639697323,0.2438311129808426,0.24150892664536514,0.2438311129808426,1891968.0,0.0,0.0,
1994-01-04,GD,6.344983563357836,6.3885617471721075,6.275258469255003,6.362414836883545,1740000.0,0.0,0.0,
1988-06-17,LHX,2.8639492897171155,2.951112985610962,2.8639492897171155,2.951112985610962,678662.0,0.0,0.0,
1963-04-17,BA,0.15077618471405022,0.15482389251020867,0.15027012230761302,0.1538117676973343,1038825.0,0.0,0.0,
1985-09-25,BA,4.962023277856542,4.97550698518753,4.827185278690422,4.854153156280518,1435500.0,0.0,0.0,
1988-11-28,RTX,1.4961934326258963,1.5103979565100443,1.49145870613191,1.5009280443191528,1826714.0,0.0,0.0,
2018-11-21,RTX,74.64859816860347,75.3342608507201,74.2880349750406,74.3057632446289,4335904.0,0.0,0.0,
2021-01-05,GE,10.42231437565774,10.871982577375807,10.412321516004294,10.762063980102539,83700300.0,0.0,0.0,
2014-06-18,BA,114.61675964955184,114.66861641541603,113.25114099875371,114.50439453125,2859000.0,0.0,0.0,
1999-05-14,RTX,14.333732576573828,14.43388080663343,14.170990943908691,14.170990943908691,5930784.0,0.0,0.0,
1985-03-18,BA,4.413610382617819,4.422508756463029,4.271235942840575,4.271235942840576,2808000.0,0.0,0.0,
2019-09-05,GE,8.920277788969328,9.15841624082346,8.731751751154329,8.741674423217773,86891100.0,0.0,0.0,
1972-10-05,GD,0.0,0.18010727338089497,0.17204277217388153,0.17204277217388153,108000.0,0.0,0.0,
1990-05-25,LMT,4.736749879235216,4.753487871714468,4.703274726867676,4.703274726867676,281338.0,0.0,0.0,
2008-05-08,SPX,0.06706000119447708,0.07738000154495239,0.06706000119447708,0.07221999764442444,224280.0,0.0,0.0,
2013-09-16,SPX,0.024560000747442245,0.026000000536441803,0.024560000747442245,0.026000000536441803,117267.0,0.0,0.0,
1994-04-04,LMT,9.843894747560281,9.942333362059422,9.804519301760623,9.902957916259766,318502.0,0.0,0.0,
1984-02-10,BA,2.917504995974149,2.94347675131596,2.8655614852905273,2.8655614852905273,2788425.0,0.0,0.0,
1974-03-14,GE,0.2554419770816336,0.2571836159956088,0.24673375487327573,0.24673375487327576,6534528.0,0.0,0.0,
1991-01-02,LHX,2.1833467855163198,2.251152794442548,2.1833467855163198,2.237591505050659,504234.0,0.0,0.0,
1969-08-27,BA,0.31672167479694335,0.34694330368173654,0.31672167479694335,0.3372723460197449,1436738.0,0.0,0.0,
1988-10-14,LMT,5.458755146180177,5.474307490155875,5.380995360336059,5.396547317504883,463246.0,0.0,0.0,
2014-07-22,RTX,60.48513743420343,60.55950751300685,57.96182274280393,58.8914680480957,16727721.0,0.0,0.0,
1994-10-11,LHX,5.8333823279973664,5.910543454077657,5.8333823279973664,5.879679203033447,477561.0,0.073222,0.0,
2012-12-10,SPX,0.039719998836517334,0.039719998836517334,0.039719998836517334,0.039719998836517334,0.0,0.0,0.0,
1996-11-27,RTX,6.728614898518257,6.782926593531121,6.710510805091319,6.746718406677246,4119959.0,0.0,0.0,
1966-01-05,GE,0.22021210801111404,0.22255977077027048,0.22021210801111404,0.2211511731147766,1717248.0,0.0,0.0,
2014-05-01,SPX,0.04332999885082245,0.04332999885082245,0.04332999885082245,0.04332999885082245,228461.0,0.0,0.0,
2004-03-25,GE,16.92027445139906,17.233075983768497,16.856554982369595,17.204113006591797,57739552.0,0.0,0.0,
1977-01-21,LMT,0.3704106825235808,0.37509936444825404,0.36572200059890747,0.36572200059890747,185820.0,0.0,0.0,
1976-07-27,GD,0.0,0.3987450313187077,0.3844081449889706,0.3915765881538391,1412000.0,0.0,0.0,
1966-08-03,BA,0.5513648932633854,0.5708114286561087,0.5513648932633854,0.5639480352401733,1400288.0,0.0,0.0,
2005-06-29,GD,39.096036433002894,39.11367216742053,38.5705243755478,38.785667419433594,1755200.0,0.2,0.0,
2017-07-13,HII,186.52777904898034,186.80757356374184,184.89566098230176,185.02622985839844,267600.0,0.0,0.0,
1998-07-15,LMT,29.743384547210766,30.077975610796916,29.37357337166818,29.444013595581055,515000.0,0.0,0.0,
1995-10-11,BA,19.81600847388759,20.236811742638096,19.81600847388759,20.198556900024414,2300400.0,0.0,0.0,
1980-06-17,GE,0.305753087390126,0.3111037313938141,0.305753087390126,0.3111037313938141,11142144.0,0.0,0.0,
1988-02-29,BA,5.47605562210083,5.533698088919793,5.432823277235459,5.47605562210083,2857050.0,0.0,0.0,
2014-09-19,GE,21.91537242828775,21.956957321635713,21.832202641591824,21.86547088623047,39776048.0,0.0,0.0,
2012-08-02,BA,59.93204293518253,60.03966831215436,58.90544249537652,59.60087966918945,4615000.0,0.0,0.0,
2007-05-09,LMT,63.61105336195295,64.12274046980413,63.345497107413316,63.96729278564453,1489600.0,0.0,0.0,
1973-09-20,BA,0.18925881688927035,0.20634467899799347,0.18925881688927035,0.20634467899799347,1591650.0,0.0,0.0,
1993-04-16,BA,10.70540194479835,10.958570234033445,10.70540194479835,10.922403335571289,2962000.0,0.0,0.0,
2005-03-02,GE,20.81638748448147,21.178358737775024,20.804517722069964,21.124954223632812,18451784.0,0.0,0.0,
1979-12-07,RTX,0.5629697326750814,0.5679662357837606,0.5463135242462158,0.5463135242462158,1540694.0,0.0,0.0,
1994-07-21,RTX,2.846413206705256,2.863423003354527,2.801051824259959,2.8350725173950195,18232822.0,0.0,0.0,
1985-01-09,LHX,2.509930565396871,2.509930565396871,2.4874199455759483,2.4986753463745117,208298.0,0.0,0.0,
1971-03-01,GD,0.0,0.1962363651101754,0.19175608272368316,0.19354820251464844,296000.0,0.0,0.0,
1976-06-17,GE,0.2774573125143454,0.28250198928621467,0.27682673167042565,0.28187137842178345,7942272.0,0.0,0.0,
2011-11-09,GE,12.110099009269858,12.14009392138883,11.81015881270251,11.885144233703613,81777384.0,0.0,0.0,
1983-11-25,LMT,4.627787166461089,4.754383087158203,4.61372064207019,4.754383087158203,485740.0,0.0,0.0,
1971-09-07,GD,0.0,0.1657704644744804,0.1630823016166687,0.1630823016166687,68000.0,0.0,0.0,
1988-12-09,GD,2.168425031098775,2.195666551589966,2.168425031098775,2.195666551589966,992000.0,0.0,0.0,
2007-06-15,RTX,32.44466791699487,32.62516763991209,32.349904878648644,32.49430465698242,9747879.0,0.0,0.0,
1983-10-20,GD,2.169055938720703,2.1790978643629284,2.1590140130784774,2.169055938720703,704000.0,0.0,0.0,
1990-05-18,BA,13.983588645237855,14.119571685791016,13.870270136422398,14.119571685791016,2623800.0,0.0,0.0,
2017-11-06,GE,18.86961168807802,18.87880880890876,18.465000390983608,18.51097869873047,63106680.0,0.0,0.0,
