date,CashDividendsPaid,CommonStockDividendPaid,RepurchaseOfCapitalStock,AccountsPayable,CostOfRevenue,BasicEPS,MarketCap,PeRatio,PegRatio,FreeCashFlow,TotalRevenue,NetIncome,TotalAssets,StockholdersEquity
2020-07-27,,,,,,,96053816802.0,,,,,,,
1995-07-31,,,,,,,1704756450.0,11.101,,,,,,
2019-12-31,-238000000.0,-238000000.0,,15926000000.0,19080000000.0,0.06,97520923440.0,558.0,1.514,5027000000.0,26238000000.0,728000000.0,266048000000.0,28316000000.0
1988-05-31,,,,,,,697907650.0,7.286,,,,,,
2019-08-30,,,,,,,71998344000.0,,,,,,,
2000-03-31,-44000000.0,-44000000.0,,930000000.0,5249000000.0,0.14,8076210754.0,15.028,,398000000.0,5562000000.0,54000000.0,29603000000.0,6475000000.0
2017-12-29,,,,,,,10668077803.0,,,,,,,
2008-12-31,-136000000.0,,-475000000.0,2443000000.0,6914000000.0,,22451357434.0,9.259,1.058,620000000.0,7852000000.0,612000000.0,28373000000.0,10053000000.0
1990-06-29,,,,,,,6901421219.0,,,,,,,
1999-10-29,,,,,,,1500501860.0,,,,,,,
2005-01-31,,,,,,,42120713905.0,22.589,,,,,,
1999-04-30,,,,,,,347243514012.0,36.462,,,,,,
1992-06-30,-10100000.0,,,166900000.0,487100000.0,,753855660.0,8.598,,124600000.0,827800000.0,24800000.0,2483800000.0,1068500000.0
2005-12-30,,,,,,,27800681417.0,,,,,,,
2019-02-28,,,,,,,108369299763.0,19.334,1.283,,,,,
1987-12-31,,,,,,,39882593422.0,18.385,,,12036000000.0,,38920000000.0,16480000000.0
2018-03-31,-250000000.0,-250000000.0,-267000000.0,2851000000.0,5990000000.0,2.7,,,,-600000000.0,7535000000.0,799000000.0,37219000000.0,11774000000.0
2013-09-30,-45300000.0,-45300000.0,-106700000.0,315100000.0,774500000.0,1.17,6331023662.0,14.255,3.5,139200000.0,1191900000.0,125800000.0,4780700000.0,1630300000.0
1996-07-31,,,,,,,1750406160.0,9.832,,,,,,
2007-11-30,,,,,,,71724319285.0,17.865,,,,,,
2000-01-31,,,,,,,25097684148.0,32.084,,,,,,
1989-12-31,-61400000.0,,-344100000.0,1869000000.0,3691600000.0,,,,,-16400000.0,5169300000.0,184400000.0,14598200000.0,4740300000.0
2020-06-30,-235000000.0,-235000000.0,,13469000000.0,15083000000.0,-0.26,59784963870.0,11.197,8.035,-1783000000.0,17750000000.0,-1987000000.0,256487000000.0,33674000000.0
2003-09-30,-54000000.0,,0.0,1298000000.0,7540000000.0,0.49,20807881942.0,56.975,,120000000.0,8078000000.0,217000000.0,24880000000.0,6298000000.0
1998-01-30,,,,,,,46361390735.0,,,,,,,
2008-12-31,-291000000.0,,-354000000.0,17587000000.0,11437000000.0,,31003988504.0,11.69,,-2113000000.0,12664000000.0,-86000000.0,53779000000.0,-1294000000.0
2006-12-31,-237000000.0,,-444000000.0,16201000000.0,14718000000.0,,,,,1853000000.0,17541000000.0,989000000.0,51794000000.0,4739000000.0
1997-07-31,,,,,,,5558862000.0,19.337,,,,,,
1992-05-29,,,,,,,14985945000.0,,,,,,,
2009-08-31,,,,,,,55873989083.0,13.522,,,,,,
1998-01-30,,,,,,,5448169018.0,,,,,,,
2019-03-29,,,,,,,87009282800.0,,,,,,,
1992-06-30,-473000000.0,,-334000000.0,7564000000.0,7378000000.0,0.12,66489184796.0,14.398,,654000000.0,15188000000.0,1216000000.0,189525000000.0,22186000000.0
2015-09-30,-462000000.0,-462000000.0,-823000000.0,2215000000.0,10170000000.0,2.8,63705428861.0,18.411,3.115,1326000000.0,11461000000.0,865000000.0,39617000000.0,2813000000.0
1990-08-31,,,,,,,738350940.0,,,,,,,
2007-09-28,,,,,,,81373852191.0,,,,,,,
1990-09-28,,,,,,,47869776033.0,,,,,,,
2009-09-30,-1140000000.0,,,18931000000.0,18548000000.0,0.23,174831867900.0,14.155,,7049000000.0,37799000000.0,2494000000.0,787846000000.0,117529000000.0
2019-05-31,,,,,,,46456393431.0,14.449,,,,,,
2020-02-28,,,,,,,113000699828.0,,,,,,,
2019-02-28,,,,,,,8694684562.0,10.97,,,,,,
2002-02-28,,,,,,,25011399690.0,313.389,,,,,,
1987-07-31,,,,,,,2075055675.0,,,,,,,
2021-02-26,,,,,,,92044703719.0,,,,,,,
2006-02-28,,,,,,,31837744065.0,17.773,,,,,,
2010-04-30,,,,,,,31494013428.0,11.244,,,,,,
2005-09-30,-205000000.0,,-905000000.0,16912000000.0,10693000000.0,1.28,55042688689.0,24.011,,215000000.0,12629000000.0,1011000000.0,58318000000.0,9423000000.0
2014-02-28,,,,,,,95024012219.0,21.631,2.173,,,,,
2012-08-31,,,,,,,23110503354.0,9.564,,,,,,
1987-04-30,,,,,,,946562500.0,12.663,,,,,,
2009-11-30,,,,,,,29407846221.0,10.095,,,,,,
2018-10-31,,,,,,,51109524717.0,16.804,1.751,,,,,
2018-07-31,,,,,,,204697312278.0,22.409,1.644,,,,,
2012-05-31,,,,,,,26879924804.0,9.976,1.641,,,,,
1988-05-31,,,,,,,8370869422.0,16.976,,,,,,
1987-05-29,,,,,,,7012413965.0,,,,,,,
2019-09-30,-87000000.0,-87000000.0,,14493000000.0,17328000000.0,-1.08,78077928060.0,,2.444,1311000000.0,23360000000.0,-9423000000.0,263009000000.0,27935000000.0
1995-03-31,-699000000.0,,-938000000.0,6707000000.0,5827000000.0,0.14,92214432450.0,14.595,,1037000000.0,14948000000.0,1372000000.0,198020000000.0,27279000000.0
2014-01-31,,,,,,,34673387821.0,14.411,3.039,,,,,
2018-10-31,,,,,,,201519802043.0,20.886,1.309,,,,,
1991-06-28,,,,,,,1248844057.0,,,,,,,
2008-06-30,-140000000.0,,-141000000.0,2115000000.0,6382000000.0,1.61,33449355823.0,14.593,,906000000.0,7303000000.0,641000000.0,26089000000.0,12184000000.0
1985-12-31,,,,,,0.09,620067580.0,10.273,,,562200000.0,,,
1991-12-31,-85000000.0,,-87000000.0,5466000000.0,7023000000.0,,16296502000.0,10.471,,-203000000.0,7753000000.0,403000000.0,15784000000.0,8093000000.0
2019-03-31,-638000000.0,-638000000.0,-281000000.0,3097000000.0,12148000000.0,6.03,,,,1379000000.0,14336000000.0,1704000000.0,47684000000.0,2465000000.0
1994-02-28,,,,,,,2918737520.0,10.945,,,,,,
2012-07-31,,,,,,,4670939418.0,8.677,2.644,,,,,
2017-08-31,,,,,,,141659044288.0,21.171,1.674,,,,,
2010-05-31,,,,,,,48714963596.0,37.753,,,,,,
2020-03-31,-614000000.0,-614000000.0,-47000000.0,10976000000.0,13408000000.0,-0.1,81704931378.0,14.716,1.479,171000000.0,18210000000.0,-83000000.0,139572000000.0,39411000000.0
2016-08-31,,,,,,,11549997543.0,33.811,,,,,,
2001-05-31,,,,,,,1871153787.0,258.364,,,,,,
1988-06-30,,,,,,0.024,5020900500.0,61.6,,,4360100000.0,,,
2014-10-31,,,,,,,89052143633.0,17.947,2.016,,,,,
1987-12-31,,,,,,,1455602313.0,3.377,,,2402700000.0,,5031800000.0,1601000000.0
1988-12-30,,,,,,,5377747958.0,,,,,,,
1994-12-30,,,,,,,1256764950.0,,,,,,,
1999-07-30,,,,,,,32100525081.0,,,,,,,
1987-01-30,,,,,,,879125000.0,,,,,,,
2016-05-31,,,,,,,80358955689.0,17.047,2.33,,,,,
2020-01-31,,,,,,,120703025131.0,19.504,1.664,,,,,
2016-11-30,,,,,,,8288400639.0,19.84,,,,,,
1985-08-30,,,,,,,2392404044.0,,,,,,,
1995-10-31,,,,,,,10828454016.0,19.679,,,,,,
1998-01-30,,,,,,,20227884873.0,,,,,,,
2020-09-10,,,,,,,40910826724.0,,,,,,,
2009-07-31,,,,,,,142399682800.0,9.853,,,,,,
1988-06-30,,,,,,,696626210.0,10.896,,,538500000.0,,1643700000.0,972200000.0
2002-09-30,-116000000.0,,-168000000.0,2155000000.0,5238000000.0,0.64,26757322235.0,13.948,,729000000.0,7299000000.0,612000000.0,28492000000.0,9676000000.0
2012-09-30,0.0,,,292000000.0,1373000000.0,0.26,,,,102000000.0,1596000000.0,13000000.0,5863000000.0,1038000000.0
2019-11-29,,,,,,,10293392846.0,,,,,,,
2010-01-29,,,,,,,44031903278.0,,,,,,,
2011-07-29,,,,,,,52224718216.0,,,,,,,
1990-08-31,,,,,,,625575600.0,4.727,,,,,,
2016-02-29,,,,,,,270568710025.0,171.412,1.774,,,,,
2000-08-31,,,,,,,12489673003.0,16.476,,,,,,
2021-03-02,,,,,,,113807887160.0,,,,,,,
2014-12-31,-2208000000.0,-2208000000.0,141000000.0,16338000000.0,23043000000.0,0.51,254149992600.0,17.074,1.906,7439000000.0,42018000000.0,5152000000.0,648349000000.0,128159000000.0
1995-04-28,,,,,,,18768639450.0,,,,,,,
2004-10-29,,,,,,,360721177960.0,,,,,,,
1998-04-30,,,,,,,21778439873.0,,,,,,,
1999-11-30,,,,,,,38162189690.0,18.136,,,,,,
1994-07-29,,,,,,,1270111360.0,,,,,,,
2004-03-31,-63000000.0,,,1370000000.0,4318000000.0,0.68,17781436470.0,17.08,,276000000.0,4760000000.0,269000000.0,16668000000.0,6217000000.0
1989-06-30,,,,6375000000.0,7195000000.0,0.09,47881933746.0,13.037,,,13431000000.0,972000000.0,120765000000.0,19591000000.0
2017-09-29,,,,,,,15675955684.0,,,,,,,
2002-01-31,,,,,,,23486152129.0,294.278,,,,,,
1995-12-31,-13200000.0,,-9400000.0,149900000.0,575700000.0,0.26,,,,-64700000.0,916600000.0,40400000.0,3007300000.0,1305100000.0
2008-03-31,-3110000000.0,,,21311000000.0,17993000000.0,0.43,368893474000.0,17.134,,3058000000.0,42273000000.0,4304000000.0,833890000000.0,116000000000.0
1988-03-31,,,,,,0.2,7073169925.0,14.345,,,3642000000.0,,,
2019-07-31,,,,,,,9436674797.0,12.367,,,,,,
2004-11-30,,,,,,,49867591747.0,18.104,,,,,,
2000-11-30,,,,,,,491109953526.0,40.515,,,,,,
2009-11-30,,,,,,,63040150399.0,16.048,,,,,,
2014-01-31,,,,,,,93616655711.0,21.017,1.951,,,,,
1996-06-28,,,,,,,13898670000.0,,,,,,,
2019-03-31,-36000000.0,-36000000.0,-84000000.0,618000000.0,1752000000.0,2.85,,,,-99000000.0,2080000000.0,118000000.0,7000000000.0,1563000000.0
1996-06-28,,,,,,,1856915440.0,,,,,,,
1995-12-31,-86000000.0,-71000000.0,,787000000.0,5514000000.0,,,,,536000000.0,6052000000.0,311000000.0,17648000000.0,6433000000.0
2016-07-29,,,,,,,8074816626.0,,,,,,,
1989-04-28,,,,,,,44176636577.0,,,,,,,
2017-07-31,,,,,,,143314077769.0,21.419,3.215,,,,,
1992-12-31,-10200000.0,,,119200000.0,480200000.0,0.16,941300860.0,9.177,,21600000.0,768800000.0,25400000.0,2432200000.0,1090000000.0
2014-12-31,-474000000.0,-474000000.0,-224000000.0,1570000000.0,11143000000.0,2.87,60852120000.0,19.471,2.158,-590000000.0,12530000000.0,904000000.0,37073000000.0,3400000000.0
1989-09-30,-10400000.0,,0.0,819000000.0,2087600000.0,0.23,,,,-74600000.0,2517300000.0,76500000.0,6630400000.0,2064300000.0
1995-02-28,,,,,,,93710355008.0,15.86,,,,,,
1987-03-31,,,,,,0.31,2197346624.0,,,,2250100000.0,,,
1996-03-31,-85000000.0,-70000000.0,,763000000.0,4637000000.0,0.675,,,,-262000000.0,5109000000.0,272000000.0,17682000000.0,6656000000.0
2015-04-30,,,,,,,272856157320.0,17.934,1.777,,,,,
1994-02-28,,,,,,,15901451500.0,14.253,,,,,,
1996-07-31,,,,,,,13597008432.0,19.515,,,,,,
1989-03-31,,,,,,0.015,5949762000.0,71.654,,,4464800000.0,,,
2019-11-29,,,,,,,128057314559.0,,,,,,,
1989-10-31,,,,,,,51360212338.0,13.185,,,,,,
2007-03-31,-2886000000.0,,,19690000000.0,16851000000.0,0.44,,,,37000000.0,40195000000.0,4508000000.0,714080000000.0,114169000000.0
1997-11-28,,,,,,,242014721846.0,,,,,,,
2011-11-30,,,,,,,4122624892.0,8.203,0.844,,,,,
2012-04-30,,,,,,,1950643003.0,,0.583,,,,,
1990-09-28,,,,,,,14302183500.0,,,,,,,
2012-10-31,,,,,,,2101332159.0,12.727,0.739,,,,,
2018-02-28,,,,,,,107762127468.0,23.639,2.076,,,,,
2011-03-31,-31700000.0,,-50300000.0,382600000.0,896300000.0,1.1,6345521737.0,10.531,1.077,79500000.0,1413300000.0,139500000.0,6029300000.0,2484500000.0
1992-05-29,,,,,,,65602130634.0,,,,,,,
2010-08-31,,,,,,,154808865600.0,14.337,,,,,,
2020-10-28,,,,,,,5728020104.0,,,,,,,
2014-07-31,,,,,,,96192273182.0,16.744,1.564,,,,,
2012-06-29,,,,,,,4693368899.0,,,,,,,
2000-03-31,-3500000.0,,200000.0,119500000.0,327600000.0,-0.105,2390584496.0,,,127700000.0,455200000.0,-14300000.0,2383300000.0,1403200000.0
2015-05-29,,,,,,,46075186024.0,,,,,,,
2020-07-31,,,,,,,42104465658.0,13.032,2.844,,,,,
2020-10-30,,,,,,,33851150281.0,,,,,,,
2005-11-30,,,,,,,54844251946.0,7.803,,,,,,
1994-05-31,,,,,,,8583707239.0,147.5,,,,,,
1992-10-30,,,,,,,12214440000.0,,,,,,,
2016-07-29,,,,,,,44842412920.0,,,,,,,
1995-12-29,,,,,,,26957633445.0,,,,,,,
2020-08-27,,,,,,,6213116109.0,,,,,,,
1988-02-29,,,,,,,1567558864.0,3.637,,,,,,
2002-02-28,,,,,,,2266975239.0,30.883,,,,,,
1999-12-31,-254000000.0,,-273000000.0,1957000000.0,4749000000.0,,30845490000.0,39.394,,-496000000.0,6410000000.0,56000000.0,24366000000.0,7566000000.0
1986-08-29,,,,,,,5637832704.0,,,,,,,
2015-08-31,,,,,,,62473336745.0,17.867,3.026,,,,,
2017-08-31,,,,,,,87949530262.0,24.084,3.525,,,,,
2020-08-31,,,,,,,96983582163.0,,,,,,,
1986-03-31,,,,,,0.095,647638590.0,11.021,,,517300000.0,,,
1988-01-29,,,,,,,1560078976.0,,,,,,,
2019-06-28,,,,,,,52522705221.0,,,,,,,
2019-11-29,,,,,,,98427097230.0,,,,,,,
1997-07-31,,,,,,,229263895245.0,30.226,,,,,,
2011-12-30,,,,,,,189082156410.0,,,,,,,
2010-06-30,0.0,,,,1469000000.0,-0.23,,,,67000000.0,1610000000.0,-11000000.0,,
2020-05-29,,,,,,,43055339313.0,,,,,,,
1995-04-28,,,,,,,95626366450.0,,,,,,,
2019-06-30,-610000000.0,-610000000.0,-40000000.0,11109000000.0,14413000000.0,2.22,,,,1562000000.0,19634000000.0,1900000000.0,138990000000.0,40754000000.0
1996-03-29,,,,,,,13671882752.0,,,,,,,
2000-09-30,-44000000.0,,,1033000000.0,5299000000.0,-1.74,,,,49000000.0,5960000000.0,-704000000.0,32271000000.0,7082000000.0
2010-08-31,,,,,,,5428837916.0,9.829,,,,,,
2007-04-30,,,,,,,379221467020.0,18.43,,,,,,
1990-01-31,,,,,,,56378815107.0,14.41,,,,,,
2017-06-30,-852000000.0,-852000000.0,-2500000000.0,12093000000.0,18388000000.0,2.93,117305013658.0,24.353,2.723,4380000000.0,22739000000.0,1761000000.0,90036000000.0,-2037000000.0
1989-12-31,-371000000.0,,-352000000.0,6666000000.0,8370000000.0,,,,,1097000000.0,15950000000.0,1173000000.0,128344000000.0,20890000000.0
2003-06-30,-143000000.0,,,4175000000.0,11646000000.0,-0.24,27460783315.0,,,672000000.0,12785000000.0,-192000000.0,51651000000.0,6966000000.0
1991-10-31,,,,,,,1555874349.0,,,,,,,
2012-10-31,,,,,,,53117175638.0,12.401,1.579,,,,,
2002-01-31,,,,,,,32690144992.0,12.009,,,,,,
1985-11-29,,,,,,,29929842695.0,,,,,,,
1999-02-26,,,,,,,7657131972.0,,,,,,,
2000-12-31,-125000000.0,,-1463000000.0,5040000000.0,12228000000.0,,,,,1783000000.0,14693000000.0,481000000.0,42028000000.0,11020000000.0
2011-03-31,-157000000.0,,-314000000.0,2510000000.0,6360000000.0,1.66,28584312213.0,11.064,0.961,266000000.0,7798000000.0,618000000.0,33104000000.0,13877000000.0
2016-02-29,,,,,,,78294701683.0,15.884,2.224,,,,,
2005-03-31,-8000000.0,,0.0,132600000.0,547400000.0,0.42,4358779015.0,25.508,,49200000.0,772100000.0,55800000.0,2373700000.0,1409200000.0
1991-01-31,,,,,,,55935615615.0,13.008,,,,,,
2009-09-30,-29000000.0,,-55300000.0,305500000.0,812100000.0,0.79,4928224104.0,16.711,1.061,113900000.0,1203000000.0,104500000.0,4391000000.0,1920800000.0
2017-12-29,,,,,,,60746687546.0,,,,,,,
2011-03-31,-1564000000.0,,,15747000000.0,16699000000.0,0.32,212639212350.0,16.04,1.067,4527000000.0,38448000000.0,3433000000.0,727837000000.0,123535000000.0
1997-01-31,,,,,,,17728914648.0,15.232,,,,,,
2001-09-28,,,,,,,19471041825.0,,,,,,,
2016-10-31,,,,,,,11086728599.0,32.44,,,,,,
2001-03-31,-1589000000.0,,,13927000000.0,11793000000.0,0.26,,,,1951000000.0,30493000000.0,2573000000.0,437985000000.0,50930000000.0
2007-07-31,,,,,,,40707049134.0,15.058,,,,,,
2019-04-30,,,,,,,94178661203.0,17.041,,,,,,
2018-12-31,-81000000.0,-81000000.0,0.0,521000000.0,1095000000.0,1.91,15858332924.0,21.171,,316000000.0,1666000000.0,225000000.0,9852000000.0,3412000000.0
2018-02-28,,,,,,,122524359046.0,,5.538,,,,,
2007-03-30,,,,,,,30928948664.0,,,,,,,
1992-08-31,,,,,,,12635498000.0,7.51,,,,,,
2006-04-28,,,,,,,359680586820.0,,,,,,,
2012-03-30,,,,,,,26386318021.0,,,,,,,
2010-03-31,-318000000.0,,0.0,7469000000.0,12144000000.0,0.71,55075592116.0,42.712,,-471000000.0,15216000000.0,519000000.0,62970000000.0,2942000000.0
2015-11-30,,,,,,,302670615660.0,58.706,2.586,,,,,
2015-11-30,,,,,,,46300130313.0,16.512,2.232,,,,,
2020-12-07,,,,,,,110927047755.0,,,,,,,
2014-12-31,-519000000.0,-519000000.0,-1001000000.0,10667000000.0,20711000000.0,2.05,91860447338.0,18.675,2.082,4330000000.0,24468000000.0,1466000000.0,99198000000.0,8665000000.0
2008-06-30,-300000000.0,,-906000000.0,30113000000.0,13885000000.0,1.18,48857538149.0,11.799,,-649000000.0,16962000000.0,852000000.0,58510000000.0,8594000000.0
2020-02-27,,,,,,,108433110963.0,,,,,,,
1998-07-31,,,,,,,37783194931.0,,,,,,,
2001-02-28,,,,,,,13670202428.0,15.219,,,,,,
2014-11-28,,,,,,,266017666371.0,,,,,,,
1994-02-28,,,,,,,8571196000.0,163.855,,,,,,
2009-11-30,,,,,,,170572869900.0,13.81,,,,,,
1992-02-28,,,,,,,6140636129.0,,,,,,,
2015-11-30,,,,,,,85198360998.0,15.15,2.48,,,,,
2005-04-29,,,,,,,49182920782.0,,,,,,,
1987-09-30,,,,,,0.02,7607454000.0,446.154,,,4212600000.0,,,
2002-03-31,-3300000.0,,,89700000.0,354300000.0,0.17,,,,112200000.0,483300000.0,22500000.0,1833900000.0,1134200000.0
1999-02-26,,,,,,,33414898743.0,,,,,,,
2001-09-30,-55000000.0,,0.0,896000000.0,2458000000.0,0.57,,,,167000000.0,3020000000.0,230000000.0,11015000000.0,4430000000.0
2019-01-31,,,,,,,88443613816.0,,2.534,,,,,
1988-12-31,,,,,,,,,,,4872000000.0,,12608000000.0,5404000000.0
2009-04-30,,,,,,,46009022025.0,10.503,1.034,,,,,
2017-12-31,-2233000000.0,-2233000000.0,,15153000000.0,25688000000.0,-1.13,,,,4059000000.0,32389000000.0,-9642000000.0,377945000000.0,64263000000.0
1998-07-31,,,,,,,21862604280.0,22.219,,,,,,
2012-10-31,,,,,,,30310435223.0,10.705,2.598,,,,,
1989-04-28,,,,,,,1658922389.0,,,,,,,
2003-06-30,-1926000000.0,,,20786000000.0,12425000000.0,0.38,287340503280.0,20.486,,6028000000.0,33373000000.0,3794000000.0,614857000000.0,71968000000.0
2014-11-28,,,,,,,7496088715.0,,,,,,,
1994-12-31,-616000000.0,,-567000000.0,6766000000.0,7908000000.0,,,,,3837000000.0,13314000000.0,768000000.0,194484000000.0,26387000000.0
2013-06-30,-5000000.0,-5000000.0,,287000000.0,1384000000.0,1.14,,,,0.0,1683000000.0,57000000.0,6047000000.0,873000000.0
1996-01-31,,,,,,,3691990120.0,14.975,,,,,,
2000-12-31,-51000000.0,,,1184000000.0,6886000000.0,,,,,54000000.0,7595000000.0,89000000.0,30349000000.0,7160000000.0
2018-06-29,,,,,,,100031436534.0,,,,,,,
2002-03-29,,,,,,,38517692206.0,,,,,,,
2019-04-30,,,,,,,19904163094.0,23.534,,,,,,
1997-03-31,-101000000.0,,-32000000.0,3827000000.0,6877000000.0,0.56,35549103688.0,25.032,,275000000.0,7318000000.0,377000000.0,28292000000.0,11189000000.0
2012-11-30,,,,,,,221575519000.0,15.887,1.199,,,,,
2005-03-31,-72000000.0,,-100000000.0,1446000000.0,4058000000.0,0.84,21450193635.0,16.858,,317000000.0,4819000000.0,336000000.0,17905000000.0,7396000000.0
2013-02-28,,,,,,,58149129333.0,15.049,1.229,,,,,
2019-02-28,,,,,,,90445782239.0,,7.421,,,,,
1987-02-27,,,,,,,899843750.0,,,,,,,
1995-09-29,,,,,,,10782579008.0,,,,,,,
2004-09-30,-168000000.0,,-115000000.0,4781000000.0,11164000000.0,0.56,43339744563.0,14.962,,343000000.0,13152000000.0,456000000.0,55388000000.0,9542000000.0
1989-07-31,,,,,,,841324200.0,7.24,,,,,,
2014-02-28,,,,,,,4937366061.0,19.562,1.07,,,,,
1989-03-31,,,,,,0.24,10446741842.0,16.138,,,4001000000.0,,,
2012-03-30,,,,,,,29171860421.0,,,,,,,
2009-07-31,,,,,,,51271162152.0,12.408,,,,,,
1997-11-28,,,,,,,38343503240.0,,,,,,,
2006-07-31,,,,,,,62900814411.0,18.399,,,,,,
2005-12-30,,,,,,,365341038118.0,,,,,,,
2017-12-29,,,,,,,92056008810.0,,,,,,,
1992-01-31,,,,,,,65090703265.0,14.583,,,,,,
2010-07-30,,,,,,,5675807470.0,,,,,,,
2003-04-30,,,,,,,28920503848.0,13.736,,,,,,
2004-04-30,,,,,,,18635375375.0,17.901,,,,,,
1987-06-30,,,,,,0.07,49631401530.0,20.597,,,9560000000.0,,,
2015-09-30,-547000000.0,-547000000.0,-1000000000.0,6333000000.0,9800000000.0,1.56,78935993183.0,12.768,2.703,475000000.0,13788000000.0,1362000000.0,92135000000.0,30525000000.0
1999-03-31,-28000000.0,,-1000000.0,215000000.0,1201000000.0,1.045,8189433500.0,15.012,,21000000.0,1377000000.0,265000000.0,5106000000.0,2489000000.0
1996-08-30,,,,,,,16958916378.0,,,,,,,
1997-02-28,,,,,,,36684676888.0,31.897,,,,,,
1999-04-30,,,,,,,2296693460.0,23.218,,,,,,
1995-10-31,,,,,,,1756182040.0,11.002,,,,,,
2020-07-28,,,,,,,108087729053.0,,,,,,,
2016-06-30,-2274000000.0,-2274000000.0,,13115000000.0,22383000000.0,0.3,282099614840.0,49.188,1.619,-5008000000.0,30344000000.0,2890000000.0,401461000000.0,84991000000.0
2011-02-28,,,,,,,222156787314.0,18.021,1.099,,,,,
2009-09-30,-339000000.0,-339000000.0,-430000000.0,4430000000.0,9836000000.0,1.15,57124276677.0,14.542,,1692000000.0,13375000000.0,1058000000.0,57577000000.0,18489000000.0
2019-06-28,,,,,,,102714158623.0,,,,,,,
1999-03-31,-1146000000.0,,-490000000.0,11959000000.0,8054000000.0,0.22,364543902611.0,38.279,,-1688000000.0,24062000000.0,2155000000.0,361736000000.0,38793000000.0
1986-09-30,,,,,,0.06,32852028941.0,13.021,,,9278000000.0,,,
1988-02-29,,,,,,,41125758142.0,18.958,,,,,,
1991-09-30,-10100000.0,,,160300000.0,432800000.0,0.085,608399000.0,38.95,,3800000.0,685900000.0,12800000.0,2466100000.0,1031300000.0
1992-04-30,,,,,,,15028640000.0,8.871,,,,,,
2004-03-31,-6600000.0,,-24100000.0,117000000.0,498700000.0,0.265,3215169175.0,33.853,,45400000.0,664200000.0,35500000.0,2195600000.0,1254000000.0
2011-06-30,-311000000.0,-311000000.0,,8262000000.0,13200000000.0,1.27,54750436948.0,15.597,1.334,1251000000.0,16543000000.0,941000000.0,72119000000.0,4733000000.0
1998-10-30,,,,,,,7515683000.0,,,,,,,
2019-10-28,,,,,,,50608317472.0,,,,,,,
2017-10-31,,,,,,,60606353591.0,19.185,3.941,,,,,
1993-04-30,,,,,,,6107098850.0,,,,,,,
1995-09-29,,,,,,,23414560669.0,,,,,,,
2000-05-31,,,,,,,35435919863.0,15.815,,,,,,
2020-12-31,-46000000.0,-46000000.0,0.0,460000000.0,2210000000.0,,6904440000.0,11.693,1.264,469000000.0,2757000000.0,249000000.0,8157000000.0,1901000000.0
2020-10-30,,,,,,,97960683337.0,,,,,,,
1995-06-30,-12000000.0,,-800000.0,168700000.0,545100000.0,,1537196580.0,10.01,,165400000.0,923300000.0,52900000.0,2836000000.0,1248800000.0
2005-02-28,,,,,,,45758411924.0,24.54,,,,,,
1995-08-31,,,,,,,1726858851.0,11.175,,,,,,
2018-03-30,,,,,,,192539137583.0,,,,,,,
1995-08-31,,,,,,,6096411131.0,23.12,,,,,,
2001-04-30,,,,,,,15489140287.0,16.193,,,,,,
2006-08-31,,,,,,,63426757866.0,18.553,,,,,,
1995-09-29,,,,,,,1658137040.0,,,,,,,
2014-08-29,,,,,,,7459327001.0,,,,,,,
2004-12-31,-111000000.0,,-208000000.0,1726000000.0,9515000000.0,,24505401325.0,19.629,,-287000000.0,9965000000.0,372000000.0,25554000000.0,7021000000.0
2019-09-30,-1156000000.0,-1156000000.0,0.0,15101000000.0,16930000000.0,2.07,214124237995.0,44.396,0.925,-2889000000.0,19980000000.0,1167000000.0,132598000000.0,-4116000000.0
2003-12-31,-63000000.0,,0.0,1317000000.0,5187000000.0,,17894164094.0,18.078,,788000000.0,4834000000.0,279000000.0,16183000000.0,5921000000.0
2008-11-28,,,,,,,170935179520.0,,,,,,,
1994-05-31,,,,,,,15788971671.0,14.583,,,,,,
1986-01-31,,,,,,,605581900.0,10.033,,,,,,
2013-07-31,,,,,,,96861458384.0,19.195,1.445,,,,,
2019-04-30,,,,,,,88690617360.0,,3.632,,,,,
2008-08-29,,,,,,,7026527273.0,,,,,,,
1986-07-31,,,,,,,666970560.0,11.189,,,,,,
1996-06-28,,,,,,,143386455203.0,,,,,,,
1990-07-31,,,,,,,20006679000.0,19.777,,,,,,
2007-02-28,,,,,,,41090565765.0,16.769,,,,,,
2012-12-31,-42100000.0,-42100000.0,-50300000.0,299000000.0,845400000.0,0.43,5502944341.0,9.911,2.008,120000000.0,1286900000.0,48500000.0,5241300000.0,1822800000.0
2021-03-03,,,,,,,48078152838.0,,,,,,,
2011-11-30,,,,,,,51052774095.0,13.575,1.388,,,,,
2012-08-31,,,,,,,218673659240.0,16.702,1.121,,,,,
2000-10-31,,,,,,,14258486921.0,16.376,,,,,,
1993-10-29,,,,,,,7749318000.0,,,,,,,
2015-01-30,,,,,,,44247579361.0,,,,,,,
2002-02-28,,,,,,,36689598628.0,13.478,,,,,,
2002-02-28,,,,,,,18243755311.0,19.544,,,,,,
1986-06-30,,,,,,0.007,6083302500.0,108.791,,,4006500000.0,,,
2003-05-30,,,,,,,286838189400.0,,,,,,,
2006-04-28,,,,,,,26489533439.0,,,,,,,
2011-11-30,,,,,,,69406315445.0,14.371,1.408,,,,,
1989-09-30,-70000000.0,,,4918000000.0,5948000000.0,0.35,,,,-504000000.0,6356000000.0,242000000.0,12904000000.0,5822000000.0
2009-08-31,,,,,,,28818946822.0,9.984,,,,,,
