date,CashDividendsPaid,CommonStockDividendPaid,RepurchaseOfCapitalStock,AccountsPayable,CostOfRevenue,BasicEPS,MarketCap,PeRatio,PegRatio,FreeCashFlow,TotalRevenue,NetIncome,TotalAssets,StockholdersEquity
1992-12-31,-85000000.0,,0.0,5248000000.0,6836000000.0,,13619227500.0,8.761,,225000000.0,7497000000.0,-706000000.0,18147000000.0,8056000000.0
2019-02-28,,,,,,,248349484001.0,24.648,1.626,,,,,
1986-03-31,,,,,,0.05,35830356733.0,14.868,,,5880000000.0,,,
1992-10-30,,,,,,,939381660.0,,,,,,,
2017-02-28,,,,,,,77261065990.0,21.533,3.557,,,,,
2005-10-31,,,,,,,23411505521.0,16.929,,,,,,
2016-12-31,-672000000.0,-672000000.0,-500000000.0,11190000000.0,19464000000.0,2.63,,,,2233000000.0,23286000000.0,1631000000.0,89997000000.0,817000000.0
2002-02-28,,,,,,,382521743103.0,28.102,,,,,,
1991-10-31,,,,,,,5914477604.0,145.151,,,,,,
1986-03-31,,,,,,0.015,6590318112.0,99.307,,,3503300000.0,,,
1989-11-30,,,,,,,6592276454.0,82.801,,,,,,
2021-06-11,,,,,,,134555131354.0,,,,,,,
1986-07-31,,,,,,,2131563887.0,5.866,,,,,,
2020-07-14,,,,,,,41124900454.0,,,,,,,
1996-05-31,,,,,,,13321121792.0,19.088,,,,,,
2015-06-30,-20000000.0,-20000000.0,-61000000.0,269000000.0,1246000000.0,3.22,5415579000.0,16.461,,137000000.0,1745000000.0,156000000.0,6312000000.0,1485000000.0
2013-08-30,,,,,,,39289057347.0,,,,,,,
1987-01-30,,,,,,,6440945464.0,,,,,,,
1997-01-31,,,,,,,38622925762.0,33.582,,,,,,
1989-07-31,,,,,,,12054827599.0,17.635,,,,,,
2008-12-31,-3100000000.0,,429000000.0,20819000000.0,22913000000.0,,161278387200.0,9.419,,15774000000.0,46213000000.0,3722000000.0,797769000000.0,104665000000.0
2019-11-29,,,,,,,206082893699.0,,,,,,,
1996-06-30,-66000000.0,,-120000000.0,1986000000.0,4343000000.0,0.033,,,,553000000.0,6002000000.0,259000000.0,16183000000.0,4560000000.0
2019-05-31,,,,,,,95650688398.0,17.308,,,,,,
2003-08-29,,,,,,,297559726200.0,,,,,,,
2010-05-31,,,,,,,26190976896.0,10.952,1.125,,,,,
1996-07-31,,,,,,,16458653358.0,15.354,,,,,,
2005-03-31,-110000000.0,,-134000000.0,1818000000.0,7946000000.0,0.84,27110034712.0,20.286,,1459000000.0,8488000000.0,369000000.0,26878000000.0,7441000000.0
2003-06-30,-127000000.0,,-50000000.0,2400000000.0,5619000000.0,0.665,33206141942.0,15.601,,694000000.0,7790000000.0,632000000.0,30907000000.0,9526000000.0
1999-12-31,-3800000.0,,-213000000.0,97600000.0,313400000.0,0.095,1845074880.0,43.045,,-67000000.0,441000000.0,14600000.0,2178200000.0,1242800000.0
2013-03-31,-1983000000.0,-1983000000.0,,16130000000.0,17316000000.0,0.34,,,,966000000.0,33395000000.0,3527000000.0,670690000000.0,123714000000.0
2020-03-31,-295000000.0,-295000000.0,-449000000.0,2788000000.0,7261000000.0,2.45,37955047287.0,11.044,1.597,-851000000.0,8749000000.0,706000000.0,53710000000.0,13200000000.0
2010-06-30,-371000000.0,-371000000.0,-650000000.0,5057000000.0,10015000000.0,1.22,60305915265.0,14.686,,1245000000.0,13890000000.0,1110000000.0,58343000000.0,19933000000.0
2006-11-30,,,,,,,5647842974.0,21.595,,,,,,
2017-11-30,,,,,,,17224479475.0,27.06,,,,,,
2001-03-31,-3300000.0,,-100000.0,123600000.0,352600000.0,0.085,,,,-17000000.0,479300000.0,11100000.0,1925100000.0,1050400000.0
1994-06-30,-22000000.0,,,525000000.0,682000000.0,0.28,2578203240.0,9.206,,-123000000.0,820000000.0,71000000.0,2713000000.0,1250000000.0
2008-07-31,,,,,,,61699548447.0,13.819,1.48,,,,,
2004-07-30,,,,,,,19756127504.0,,,,,,,
1993-11-30,,,,,,,1302781590.0,11.266,,,,,,
2021-03-08,,,,,,,7704532836.0,,,,,,,
2000-01-31,,,,,,,9485414250.0,10.808,,,,,,
2020-11-27,,,,,,,40860487835.0,,,,,,,
1989-10-31,,,,,,,6799253227.0,85.4,,,,,,
2009-10-30,,,,,,,34731435259.0,,,,,,,
2004-11-30,,,,,,,44977190022.0,15.528,,,,,,
2011-01-31,,,,,,,51085802268.0,15.578,1.283,,,,,
2008-11-28,,,,,,,31240717256.0,,,,,,,
2011-04-29,,,,,,,6758092167.0,,,,,,,
2008-10-31,,,,,,,4838571830.0,10.543,1.013,,,,,
1992-06-30,-17000000.0,,,2329000000.0,1513000000.0,0.22,2493462921.0,10.248,,112000000.0,1609000000.0,86000000.0,5673000000.0,2492000000.0
2012-04-30,,,,,,,74403279529.0,14.223,0.985,,,,,
1998-05-29,,,,,,,5611452888.0,,,,,,,
1996-03-29,,,,,,,3696439500.0,,,,,,,
2004-07-30,,,,,,,47837456051.0,,,,,,,
2007-08-31,,,,,,,74016819993.0,19.435,,,,,,
1995-03-31,-70000000.0,-55000000.0,,1001000000.0,5189000000.0,0.325,10556587648.0,12.59,,59000000.0,5644000000.0,137000000.0,17958000000.0,6178000000.0
1990-06-30,-9600000.0,,,197000000.0,451900000.0,,,,,28500000.0,790200000.0,39500000.0,2625100000.0,1083400000.0
2018-10-31,,,,,,,83578488418.0,27.827,1.177,,,,,
1987-03-31,,,,,,0.012,6633973454.0,,,,3937300000.0,,,
2003-07-31,,,,,,,23598626923.0,52.869,,,,,,
2011-12-31,-1662000000.0,,,16400000000.0,17463000000.0,0.35,,,,5537000000.0,32910000000.0,3730000000.0,717242000000.0,116438000000.0
2007-05-31,,,,,,,32483492681.0,18.574,,,,,,
2015-06-30,-226000000.0,-226000000.0,-945000000.0,2275000000.0,6334000000.0,2.31,46578147173.0,17.154,3.632,511000000.0,7882000000.0,752000000.0,33654000000.0,11276000000.0
2007-06-30,-117000000.0,,0.0,1819000000.0,5831000000.0,1.27,,,,293000000.0,6591000000.0,513000000.0,23407000000.0,10622000000.0
2004-04-30,,,,,,,2997846303.0,31.503,,,,,,
2001-05-31,,,,,,,54863916442.0,18.443,,,,,,
2007-03-30,,,,,,,40711961228.0,,,,,,,
2020-08-13,,,,,,,108808947542.0,,,,,,,
2009-12-31,-1141000000.0,,,19703000000.0,20503000000.0,,161332324750.0,14.98,1.7,7816000000.0,41438000000.0,3013000000.0,781818000000.0,117291000000.0
2018-04-30,,,,,,,122202705660.0,,5.722,,,,,
2016-04-29,,,,,,,70748792555.0,,,,,,,
2019-06-30,-1156000000.0,-1156000000.0,-310000000.0,15267000000.0,17810000000.0,-5.21,,,,-1031000000.0,15751000000.0,-2942000000.0,126261000000.0,-5322000000.0
2000-05-31,,,,,,,28437309940.0,26.891,,,,,,
1990-12-31,-9900000.0,,,2517000000.0,3800900000.0,,749396684.0,,,82100000.0,2598100000.0,-530200000.0,6573000000.0,1510000000.0
2021-02-26,,,,,,,109387230866.0,,,,,,,
1996-09-30,-98000000.0,,-86000000.0,3069000000.0,5307000000.0,0.37,32976986773.0,30.782,,282000000.0,5601000000.0,254000000.0,22002000000.0,9873000000.0
2003-01-31,,,,,,,2070169327.0,24.186,,,,,,
2010-09-30,0.0,,,,1430000000.0,0.86,,,,137000000.0,1665000000.0,42000000.0,,
2018-12-31,-274000000.0,-274000000.0,-1236000000.0,3179000000.0,8595000000.0,3.1,45386236004.0,15.308,,1824000000.0,10378000000.0,909000000.0,45408000000.0,11732000000.0
2000-05-31,,,,,,,520641552354.0,47.268,,,,,,
2004-08-31,,,,,,,19520221509.0,17.753,,,,,,
2014-09-30,-10000000.0,-10000000.0,-8000000.0,268000000.0,1364000000.0,1.97,5054185000.0,14.845,0.878,216000000.0,1717000000.0,96000000.0,6125000000.0,1662000000.0
1992-03-31,-85000000.0,,,5723000000.0,7168000000.0,0.65,14985945000.0,8.846,,621000000.0,7967000000.0,441000000.0,16711000000.0,8544000000.0
2018-09-30,-536000000.0,-536000000.0,-20000000.0,10509000000.0,12536000000.0,1.56,,,,1228000000.0,16510000000.0,1238000000.0,114939000000.0,32106000000.0
1992-04-30,,,,,,,65816696332.0,14.85,,,,,,
2009-12-31,-28800000.0,,-50200000.0,284400000.0,778600000.0,1.07,6263148628.0,21.04,1.157,165100000.0,1217700000.0,139500000.0,4529700000.0,2013500000.0
2019-10-31,,,,,,,106250661732.0,17.903,1.444,,,,,
2009-06-30,-340000000.0,-340000000.0,-150000000.0,4599000000.0,9601000000.0,1.06,48908565915.0,11.836,,1367000000.0,13196000000.0,976000000.0,56545000000.0,17379000000.0
2016-08-31,,,,,,,46469549286.0,16.125,4.663,,,,,
1985-10-31,,,,,,,26281330182.0,11.434,,,,,,
1990-02-28,,,,,,,55926334039.0,14.294,,,,,,
1997-03-31,-74000000.0,,-145000000.0,2022000000.0,4325000000.0,0.058,17944815528.0,21.101,,302000000.0,5886000000.0,224000000.0,16689000000.0,4678000000.0
2016-03-31,-215000000.0,-215000000.0,-1026000000.0,2150000000.0,6211000000.0,2.33,40285940358.0,14.468,4.188,374000000.0,7724000000.0,717000000.0,31702000000.0,10582000000.0
2006-06-30,-241000000.0,,-525000000.0,28115000000.0,12512000000.0,-0.21,65430208060.0,32.122,,2110000000.0,14986000000.0,-160000000.0,61269000000.0,10369000000.0
2009-12-31,-305000000.0,,0.0,7096000000.0,14508000000.0,,39330807334.0,28.947,,2991000000.0,17937000000.0,1268000000.0,62053000000.0,2128000000.0
1987-11-30,,,,,,,4148108572.0,243.274,,,,,,
2004-08-31,,,,,,,346204919130.0,21.86,,,,,,
2013-09-30,-465000000.0,-465000000.0,-330000000.0,6628000000.0,11020000000.0,1.59,98933687466.0,19.604,1.477,1004000000.0,15462000000.0,1432000000.0,90326000000.0,28577000000.0
1987-10-30,,,,,,,43348396154.0,,,,,,,
2012-09-30,-326000000.0,-326000000.0,-285000000.0,2184000000.0,10888000000.0,2.25,,,,1365000000.0,11869000000.0,727000000.0,39321000000.0,2442000000.0
2021-01-29,,,,,,,6371865000.0,,,,,,,
2019-10-31,,,,,,,45607847735.0,26.148,,,,,,
1995-09-30,-85000000.0,,,3221000000.0,4158000000.0,0.33,,,,193000000.0,4381000000.0,225000000.0,21725000000.0,9802000000.0
2014-10-31,,,,,,,259188975803.0,17.439,1.512,,,,,
2000-10-31,,,,,,,32698042313.0,19.474,,,,,,
2017-11-30,,,,,,,96986316905.0,18.771,1.915,,,,,
2001-08-31,,,,,,,17378377167.0,,,,,,,
2020-03-31,-89000000.0,-89000000.0,,15212000000.0,15696000000.0,0.7,69451910480.0,,1.973,-1301000000.0,20523000000.0,6199000000.0,262021000000.0,35284000000.0
1990-10-31,,,,,,,45674166165.0,11.111,,,,,,
1998-11-30,,,,,,,2508313500.0,21.327,,,,,,
2000-05-31,,,,,,,9681336896.0,18.015,,,,,,
2012-02-29,,,,,,,26130049356.0,10.552,1.164,,,,,
2017-09-29,,,,,,,209349134280.0,,,,,,,
2002-03-29,,,,,,,35086146555.0,,,,,,,
1998-05-29,,,,,,,3156078900.0,,,,,,,
1993-03-31,-66000000.0,,,1740000000.0,3549000000.0,0.007,5859096850.0,,,-555000000.0,4864000000.0,64000000.0,16152000000.0,3489000000.0
2004-02-27,,,,,,,47470700487.0,,,,,,,
1999-02-26,,,,,,,2053561960.0,,,,,,,
2008-07-31,,,,,,,35411823968.0,15.449,1.637,,,,,
2014-10-31,,,,,,,60205858503.0,19.269,2.145,,,,,
2002-01-31,,,,,,,32482967303.0,17.945,,,,,,
1994-11-30,,,,,,,78726505824.0,14.466,,,,,,
2015-08-31,,,,,,,5383500171.0,14.055,,,,,,
1985-11-29,,,,,,,7286542819.0,,,,,,,
1994-11-30,,,,,,,15292769369.0,17.53,,,,,,
2014-10-31,,,,,,,5109902932.0,15.074,0.928,,,,,
2020-10-15,,,,,,,60135095430.0,,,,,,,
1992-05-29,,,,,,,6399645000.0,,,,,,,
1997-05-30,,,,,,,18081819636.0,,,,,,,
2018-05-31,,,,,,,89810443582.0,39.465,1.696,,,,,
2006-07-31,,,,,,,27036344445.0,17.075,,,,,,
2015-08-31,,,,,,,81587659419.0,13.143,2.784,,,,,
2003-11-28,,,,,,,287871456200.0,,,,,,,
2013-07-31,,,,,,,248178742970.0,17.407,1.581,,,,,
2018-04-30,,,,,,,59795799189.0,20.69,1.939,,,,,
2011-07-29,,,,,,,4908746715.0,,,,,,,
2021-03-31,-148000000.0,-148000000.0,,16090000000.0,12538000000.0,-0.33,115263556330.0,22.254,10.504,-2315000000.0,17119000000.0,-2802000000.0,245164000000.0,33585000000.0
1997-09-30,-17600000.0,,,167400000.0,608500000.0,0.275,2936283480.0,26.756,,-52000000.0,979600000.0,43600000.0,3653400000.0,1617700000.0
2011-08-31,,,,,,,23181890306.0,9.102,0.767,,,,,
2018-03-31,-586000000.0,-586000000.0,-300000000.0,2715000000.0,9977000000.0,4.05,,,,416000000.0,11635000000.0,1157000000.0,46634000000.0,-182000000.0
2013-05-31,,,,,,,75124614899.0,18.578,1.93,,,,,
2001-06-30,-1589000000.0,,,15514000000.0,12709000000.0,0.39,,,,6587000000.0,31977000000.0,3897000000.0,445347000000.0,52249000000.0
1987-07-31,,,,,,,7574715715.0,721.88,,,,,,
2015-03-31,-498000000.0,-498000000.0,-604000000.0,1945000000.0,8848000000.0,2.78,63883799604.0,18.105,3.393,839000000.0,10111000000.0,878000000.0,39752000000.0,3520000000.0
1991-10-31,,,,,,,59855223181.0,13.372,,,,,,
1996-03-31,-23000000.0,,,89000000.0,797000000.0,0.255,,,,67000000.0,893000000.0,65000000.0,3222000000.0,1601000000.0
2001-06-30,-3300000.0,,0.0,125500000.0,380400000.0,,,,,13000000.0,528500000.0,29100000.0,1959900000.0,1115200000.0
2013-04-30,,,,,,,26121689515.0,,2.508,,,,,
2007-11-30,,,,,,,386966742610.0,17.17,,,,,,
2010-02-26,,,,,,,27984363912.0,,,,,,,
1994-07-29,,,,,,,86346491639.0,,,,,,,
2008-12-31,-227000000.0,-227000000.0,-593000000.0,2030000000.0,9865000000.0,,33325245386.0,10.697,,592000000.0,11132000000.0,823000000.0,33439000000.0,2865000000.0
1999-04-30,,,,,,,32706279422.0,28.379,,,,,,
2021-06-10,,,,,,,119652876830.0,,,,,,,
2014-07-31,,,,,,,4418712000.0,14.856,0.744,,,,,
2006-01-31,,,,,,,29557065816.0,16.5,,,,,,
1998-02-27,,,,,,,5487414250.0,,,,,,,
2021-03-31,,,,12410000000.0,13808000000.0,-0.92,148872397468.0,,,-3678000000.0,15217000000.0,-561000000.0,150035000000.0,-18058000000.0
1998-09-30,-28000000.0,,,242000000.0,1006000000.0,0.37,6347278500.0,18.207,,64000000.0,1172000000.0,94000000.0,4153000000.0,2120000000.0
1989-11-30,,,,,,,13819840000.0,17.699,,,,,,
2021-02-05,,,,,,,38414783724.0,,,,,,,
2020-07-17,,,,,,,61841940440.0,,,,,,,
2000-09-29,,,,,,,56446031852.0,,,,,,,
1991-07-31,,,,,,,1342042576.0,,,,,,,
2020-07-16,,,,,,,102605672686.0,,,,,,,
1988-07-29,,,,,,,1578760787.0,,,,,,,
2012-11-30,,,,,,,23479142099.0,9.896,3.074,,,,,
1993-03-31,-10200000.0,,,125200000.0,461200000.0,0.175,1070337000.0,9.883,,23700000.0,744200000.0,27500000.0,2461900000.0,1109300000.0
1990-09-30,-10300000.0,,,1169200000.0,2045900000.0,0.205,,,,-66900000.0,2459500000.0,68500000.0,6723800000.0,2050600000.0
2018-09-28,,,,,,,98122304490.0,,,,,,,
1995-10-31,,,,,,,3486639088.0,14.534,,,,,,
2008-01-31,,,,,,,34000109342.0,16.575,,,,,,
1986-11-28,,,,,,,7907705886.0,,,,,,,
1996-11-29,,,,,,,34678529498.0,,,,,,,
2006-01-31,,,,,,,23288785046.0,16.05,,,,,,
2007-02-28,,,,,,,65363410040.0,17.693,,,,,,
2004-08-31,,,,,,,3194024127.0,25.617,,,,,,
2011-02-28,,,,,,,5969396053.0,9.561,1.545,,,,,
2012-06-30,-37400000.0,,-25100000.0,381000000.0,746000000.0,1.14,,,,311200000.0,1079000000.0,129100000.0,5592800000.0,1938900000.0
2019-02-28,,,,,,,87503526744.0,17.59,3.118,,,,,
1993-09-30,-66000000.0,,,1152000000.0,3714000000.0,0.018,6936889500.0,,,436000000.0,5128000000.0,157000000.0,15457000000.0,3634000000.0
2012-11-30,,,,,,,30190707872.0,10.663,2.09,,,,,
2017-09-30,-522000000.0,-522000000.0,-500000000.0,2848000000.0,10818000000.0,3.27,,,,1532000000.0,12169000000.0,939000000.0,48946000000.0,2098000000.0
2006-10-31,,,,,,,28770210441.0,17.363,,,,,,
1998-06-30,-75000000.0,-75000000.0,,918000000.0,5882000000.0,0.77,20702971017.0,,,-36000000.0,6520000000.0,289000000.0,29557000000.0,5736000000.0
2020-05-28,,,,,,,42468171988.0,,,,,,,
2020-08-19,,,,,,,95544237881.0,,,,,,,
2000-07-31,,,,,,,511647745071.0,44.431,,,,,,
1990-08-31,,,,,,,5891807609.0,74.053,,,,,,
1991-03-31,-64100000.0,,,1617400000.0,3422300000.0,0.004,,,,-319200000.0,4803500000.0,40200000.0,16070200000.0,5391000000.0
1997-12-31,-17400000.0,,,170300000.0,591000000.0,0.335,2959446380.0,25.478,,31600000.0,970000000.0,52700000.0,3615900000.0,1622900000.0
2001-03-30,,,,,,,1629410829.0,,,,,,,
2016-12-31,-66000000.0,-66000000.0,0.0,540000000.0,1138000000.0,1.42,,,,224000000.0,1700000000.0,177000000.0,11618000000.0,3157000000.0
2001-04-30,,,,,,,13893706337.0,,,,,,,
2013-09-30,-1940000000.0,-1940000000.0,,16449000000.0,19457000000.0,0.31,241703945410.0,17.064,1.578,2319000000.0,35362000000.0,3191000000.0,661438000000.0,122692000000.0
2021-02-26,,,,,,,7092121251.0,,,,,,,
2007-10-31,,,,,,,36599352529.0,18.95,,,,,,
1989-12-31,-69000000.0,,-1000000.0,4932000000.0,4636000000.0,,,,,-1201000000.0,4847000000.0,77000000.0,13278000000.0,6131000000.0
1996-03-29,,,,,,,29968162914.0,,,,,,,
2013-08-30,,,,,,,78401854669.0,,,,,,,
1990-03-31,-66500000.0,,-75200000.0,1456700000.0,3308500000.0,0.017,,,,-485200000.0,4730700000.0,134500000.0,14914800000.0,4798500000.0
2014-06-30,-512000000.0,-512000000.0,-335000000.0,7297000000.0,12931000000.0,1.87,105614816347.0,18.803,1.652,1170000000.0,17191000000.0,1680000000.0,92142000000.0,33785000000.0
2000-07-31,,,,,,,2361803314.0,100.735,,,,,,
2021-04-30,,,,,,,137026847033.0,,,,,,,
2020-02-28,,,,,,,95093724160.0,,,,,,,
1994-03-31,-66000000.0,-51000000.0,,,,0.63,,,,189000000.0,5036000000.0,272000000.0,,
2020-10-30,,,,,,,37688052459.0,,,,,,,
2007-06-29,,,,,,,392223655560.0,,,,,,,
2013-07-31,,,,,,,79292098977.0,19.214,2.207,,,,,
1999-03-31,-19100000.0,,-3400000.0,197800000.0,592600000.0,0.26,1902609900.0,19.234,,8300000.0,949600000.0,41400000.0,3860300000.0,1639700000.0
2012-09-28,,,,,,,30293991292.0,,,,,,,
2020-01-31,,,,,,,108815888400.0,,1.769,,,,,
2014-03-31,-444000000.0,-444000000.0,-1106000000.0,1942000000.0,9279000000.0,2.92,51808630947.0,18.058,2.212,1997000000.0,10650000000.0,933000000.0,36919000000.0,4800000000.0
2008-01-31,,,,,,,353161500640.0,16.073,,,,,,
2016-07-29,,,,,,,279052795620.0,,,,,,,
1993-02-26,,,,,,,1025726000.0,,,,,,,
2009-06-30,-222000000.0,-222000000.0,-470000000.0,2162000000.0,10224000000.0,1.9,30998240347.0,10.739,0.844,969000000.0,11236000000.0,734000000.0,34788000000.0,2820000000.0
2008-02-29,,,,,,,42118268419.0,14.535,,,,,,
2017-03-31,-28000000.0,-28000000.0,-68000000.0,333000000.0,1433000000.0,2.57,9251088000.0,16.494,,40000000.0,1724000000.0,119000000.0,6234000000.0,1638000000.0
1993-05-31,,,,,,,2413075751.0,14.714,,,,,,
2013-05-31,,,,,,,5493419200.0,10.743,4.575,,,,,
2010-02-26,,,,,,,29184007933.0,,,,,,,
1990-12-31,-86000000.0,,-6000000.0,5566000000.0,6443000000.0,,15589624875.0,11.287,,-443000000.0,7015000000.0,318000000.0,14591000000.0,6973000000.0
2020-10-08,,,,,,,108627245209.0,,,,,,,
2017-08-31,,,,,,,14718857829.0,24.004,,,,,,
2018-06-29,,,,,,,9647262961.0,,,,,,,
2005-08-31,,,,,,,23034848568.0,17.362,,,,,,
2003-05-30,,,,,,,24540274600.0,,,,,,,
2000-12-29,,,,,,,57782005842.0,,,,,,,
2017-05-31,,,,,,,9011086910.0,16.552,,,,,,
2012-03-31,-37700000.0,,-25200000.0,346900000.0,937900000.0,-3.15,,,,152400000.0,1476000000.0,-353200000.0,5648900000.0,1893400000.0
2015-07-31,,,,,,,64311701163.0,18.393,3.115,,,,,
2013-02-28,,,,,,,83001744574.0,16.925,1.175,,,,,
2016-03-31,-509000000.0,-509000000.0,0.0,6579000000.0,9654000000.0,1.44,83770254968.0,22.097,2.3,-1816000000.0,13357000000.0,1191000000.0,88571000000.0,28353000000.0
2014-07-31,,,,,,,7203104413.0,13.654,3.49,,,,,
2020-09-24,,,,,,,39281050488.0,,,,,,,
2010-12-31,-31800000.0,,-50200000.0,362700000.0,940500000.0,1.19,5697382494.0,9.283,1.508,27600000.0,1438500000.0,151100000.0,5667400000.0,2387900000.0
2013-04-30,,,,,,,2655580000.0,18.179,0.761,,,,,
2013-10-31,,,,,,,98064674833.0,23.179,2.242,,,,,
2020-11-25,,,,,,,112096459403.0,,,,,,,
2000-11-30,,,,,,,15192342800.0,17.449,,,,,,
2001-10-31,,,,,,,21484083245.0,29.738,,,,,,
2012-06-29,,,,,,,55654374432.0,,,,,,,
2021-02-26,,,,,,,46795687076.0,,,,,,,
2018-10-31,,,,,,,99490247606.0,19.969,1.342,,,,,
2005-02-28,,,,,,,51116443671.0,9.047,,,,,,
2005-02-28,,,,,,,4439846747.0,29.383,,,,,,
1997-08-29,,,,,,,20117010937.0,,,,,,,
1988-03-31,,,,,,0.015,5086107000.0,66.102,,,4109300000.0,,,
2006-09-29,,,,,,,36480474871.0,,,,,,,
2006-07-31,,,,,,,337470605710.0,17.962,,,,,,
2008-07-31,,,,,,,281429712120.0,13.097,,,,,,
1999-10-29,,,,,,,446527972695.0,,,,,,,
2016-11-30,,,,,,,12870099919.0,36.465,,,,,,
2010-08-31,,,,,,,21251515604.0,8.911,0.888,,,,,
2011-11-30,,,,,,,167967454410.0,12.935,0.779,,,,,
2012-08-31,,,,,,,53678348925.0,12.353,1.242,,,,,
2006-09-30,-93000000.0,,0.0,1625000000.0,5021000000.0,1.09,,,,454000000.0,6069000000.0,438000000.0,21577000000.0,9472000000.0
2013-03-29,,,,,,,31066578613.0,,,,,,,
2002-04-30,,,,,,,2396515651.0,28.07,,,,,,
2021-05-31,,,,,,,123427692460.0,,11.248,,,,,
1993-08-31,,,,,,,7071805492.0,,,,,,,
2017-07-31,,,,,,,9358943741.0,17.423,,,,,,
2000-11-30,,,,,,,33166401701.0,19.753,,,,,,
2004-01-30,,,,,,,33451966099.0,,,,,,,
2018-09-30,-569000000.0,-569000000.0,-216000000.0,2691000000.0,12397000000.0,5.18,,,,22000000.0,14318000000.0,1473000000.0,45495000000.0,943000000.0
2004-06-30,-165000000.0,,-264000000.0,3269000000.0,6971000000.0,0.845,46803962348.0,17.559,,953000000.0,9622000000.0,837000000.0,36692000000.0,12480000000.0
1998-03-31,-78000000.0,-78000000.0,,1082000000.0,5599000000.0,0.72,21867668437.0,,,-351000000.0,6217000000.0,269000000.0,29376000000.0,5436000000.0
1993-09-30,-11100000.0,,,129400000.0,483900000.0,0.09,1236984540.0,10.697,,-133400000.0,769100000.0,14600000.0,2524500000.0,1145400000.0
1997-08-29,,,,,,,5017171312.0,,,,,,,
1996-03-29,,,,,,,1872428190.0,,,,,,,
2020-05-12,,,,,,,70664819575.0,,,,,,,
2002-08-30,,,,,,,299976550650.0,,,,,,,
1988-11-30,,,,,,,5241647253.0,61.26,,,,,,
2009-11-30,,,,,,,38081056944.0,,,,,,,
1997-01-31,,,,,,,2353441020.0,12.519,,,,,,
2010-03-31,-373000000.0,-373000000.0,-500000000.0,4801000000.0,8732000000.0,0.95,68684022333.0,17.239,,1007000000.0,12091000000.0,866000000.0,58388000000.0,19964000000.0
2000-02-29,,,,,,,436216941090.0,41.11,,,,,,
1994-01-31,,,,,,,1410176460.0,11.728,,,,,,
1999-06-30,-1146000000.0,,,11557000000.0,9488000000.0,0.86,372403222003.0,18.898,,156000000.0,27205000000.0,2820000000.0,368383000000.0,39611000000.0
2001-03-30,,,,,,,14087333075.0,,,,,,,
1995-01-31,,,,,,,8859579648.0,9.523,,,,,,
2020-02-28,,,,,,,155224174418.0,,,,,,,
2004-09-30,-8000000.0,,,114200000.0,504100000.0,0.3,3665816560.0,26.413,,-13200000.0,669400000.0,40100000.0,2224500000.0,1326600000.0
2003-07-31,,,,,,,15647415044.0,15.805,,,,,,
2019-07-31,,,,,,,91197902400.0,,3.667,,,,,
2000-11-30,,,,,,,13474840332.0,,,,,,,
2011-01-31,,,,,,,5954043985.0,9.537,1.545,,,,,
2001-08-31,,,,,,,15900652039.0,16.214,,,,,,
1994-09-30,-616000000.0,,-270000000.0,13732000000.0,6122000000.0,0.13,82359576108.0,15.134,,901000000.0,15963000000.0,1368000000.0,254873000000.0,26876000000.0
1990-11-30,,,,,,,504549240.0,4.175,,,,,,
1992-10-30,,,,,,,5627665203.0,,,,,,,
2008-02-29,,,,,,,6665283915.0,13.126,,,,,,
2008-04-30,,,,,,,70528068080.0,16.176,,,,,,
2017-04-28,,,,,,,251748087370.0,,,,,,,
2009-10-30,,,,,,,57611797174.0,,,,,,,
2019-06-28,,,,,,,22421853048.0,,,,,,,
2014-03-31,-198000000.0,-198000000.0,-1430000000.0,2215000000.0,5954000000.0,1.74,37344390167.0,15.494,3.099,341000000.0,7324000000.0,595000000.0,34382000000.0,13690000000.0
2003-03-31,-115000000.0,,-201000000.0,2291000000.0,4866000000.0,0.525,27034892612.0,12.84,,165000000.0,6702000000.0,502000000.0,29719000000.0,8680000000.0
1988-10-31,,,,,,,9914898441.0,17.167,,,,,,
2013-04-30,,,,,,,69351050777.0,17.15,1.829,,,,,
2007-03-31,-245000000.0,,-500000000.0,4786000000.0,8996000000.0,0.85,,,,245000000.0,12278000000.0,819000000.0,48583000000.0,18106000000.0
1989-02-28,,,,,,,5720977305.0,68.898,,,,,,
1991-03-29,,,,,,,16157378000.0,,,,,,,
1992-10-30,,,,,,,2480229113.0,,,,,,,
1993-08-31,,,,,,,13459938875.0,9.48,,,,,,
1995-06-30,-696000000.0,,-1048000000.0,6956000000.0,7090000000.0,0.17,94943447993.0,14.758,,1352000000.0,17630000000.0,1726000000.0,205002000000.0,28242000000.0
2020-02-27,,,,,,,162052679374.0,,,,,,,
1990-09-30,-64100000.0,,0.0,1589200000.0,3634400000.0,0.03,,,,631500000.0,5346300000.0,239800000.0,15441000000.0,5210700000.0
2018-04-30,,,,,,,18571576727.0,30.139,,,,,,
2008-08-29,,,,,,,48530472230.0,,,,,,,
2019-03-29,,,,,,,84887555630.0,,,,,,,
2001-11-30,,,,,,,16778453432.0,18.355,,,,,,
2014-09-30,-525000000.0,-525000000.0,-1002000000.0,11136000000.0,20075000000.0,1.88,90929116895.0,19.271,2.233,317000000.0,23784000000.0,1362000000.0,92653000000.0,14511000000.0
2018-03-30,,,,,,,100666844803.0,,,,,,,
1985-11-29,,,,,,,590031960.0,,,,,,,
2017-04-28,,,,,,,9244866194.0,,,,,,,
