ticker,roi_10yr,roi_div_10yr,roi_%diff_10yr,roi_5yr,roi_div_5yr,roi_%diff_5yr,roi_3yr,roi_div_3yr,roi_%diff_3yr,roi_1yr,roi_div_1yr,roi_%diff_1yr
GE,17.87649307624347,73.24731908214616,55.37082600590269,-45.206798546248855,-36.57297798705965,8.633820559189203,-7.708595037618582,-4.690198908150296,3.018396129468286,-7.708595037618582,-4.690198908150296,3.018396129468286
GD,260.7364134176529,322.6614508816729,61.92503746402002,61.07634419478213,77.72404067870406,16.647696483921926,-7.569536269698726,-1.1059686022448179,6.463567667453908,-7.569536269698726,-1.1059686022448179,6.463567667453908
